,@id,@form,@lemma,@postag,@relation
0,1,οὑμὸς,ἐμός,a-s---mn-,ATR
1,2,πατὴρ,πατήρ,n-s---mn-,ATR
2,3,Κέφαλος,Κέφαλος,n-s---mn-,SBJ
3,4,ἐπείσθη,πείθω,v3saip---,PRED_CO
4,5,μὲν,μέν,d--------,AuxY
5,6,ὑπὸ,ὑπό,r--------,AuxP
6,7,Περικλέους,Περικλῆς,n-s---mg-,OBJ
7,8,εἰς,εἰς,r--------,AuxP
8,9,ταύτην,οὗτος,a-s---fa-,ATR
9,10,τὴν,ὁ,l-s---fa-,ATR
10,11,γῆν,γῆ,n-s---fa-,OBJ
11,12,ἀφικέσθαι,ἀφικνέομαι,v--anm---,OBJ
12,13,",",punc1,u--------,AuxX
13,14,ἔτη,ἔτος,n-p---na-,ADV
14,15,δὲ,δέ,c--------,COORD
15,16,τριάκοντα,τριάκοντα,m--------,ATR
16,17,ᾤκησε,οἰκέω,v3saia---,PRED_CO
17,18,",",punc1,u--------,AuxX
18,19,καὶ,καί,c--------,COORD
19,20,οὐδενὶ,οὐδείς,p-s---md-,OBJ
20,21,πώποτε,πώποτε,d--------,ADV
21,22,οὔ,οὐ,d--------,AuxZ
22,23,-τε,τε,d--------,AuxY
23,24,ἡμεῖς,ἐγώ,p1p---mn-,SBJ_CO
24,25,οὔ,οὐ,d--------,AuxZ
25,26,-τε,τε,c--------,COORD
26,27,ἐκεῖνος,ἐκεῖνος,p-s---mn-,SBJ_CO
27,28,δίκην,δίκη,n-s---fa-,OBJ
28,29,οὔ,οὐ,d--------,AuxZ
29,30,-τε,τε,d--------,AuxY
30,31,ἐδικασάμεθα,δικάζω,v1paim---,PRED_CO
31,32,οὔ,οὐ,d--------,AuxZ
32,33,-τε,τε,c--------,COORD
33,34,ἐφύγομεν,φεύγω,v1paia---,PRED_CO
34,35,",",punc1,u--------,AuxX
35,36,ἀλλʼ,ἀλλά,c--------,COORD
36,37,οὕτως,οὕτως,d--------,ADV
37,38,ᾠκοῦμεν,οἰκέω,v1piia---,PRED_CO
38,39,δημοκρατούμενοι,δημοκρατέομαι,v-pppemn-,ADV
39,40,ὥστε,ὥστε,c--------,AuxC
40,41,μή,μή,d--------,AuxZ
41,42,-τε,τε,d--------,AuxY
42,43,εἰς,εἰς,r--------,AuxP
43,44,τοὺς,ὁ,l-p---ma-,ATR
44,45,ἄλλους,ἄλλος,p-p---ma-,OBJ
45,46,ἐξαμαρτάνειν,ἐξαμαρτάνω,v--pna---,ADV_CO
46,47,μή,μή,d--------,AuxZ
47,48,-τε,τε,c--------,COORD
48,49,ὑπὸ,ὑπό,r--------,AuxP
49,50,τῶν,ὁ,l-p---mg-,ATR
50,51,ἄλλων,ἄλλος,p-p---mg-,OBJ
51,52,ἀδικεῖσθαι,ἀδικέω,v--pne---,ADV_CO
52,53,.,punc1,u--------,AuxK
