@id,@form,@lemma,@postag
1,ἃ,ὅς,p-p---na-
2,μὲν,μέν,d--------
3,τοίνυν,τοίνυν,d--------
4,ἐγὼ,ἐγώ,p1s---mn-
5,παρεσχόμην,παρέχω,v1saim---
6,εἰς,εἰς,r--------
7,τὸ,ὁ,l-s---na-
8,δικαίως,δίκαιος,d--------
9,τοιαῦτα,τοιοῦτος,p-p---na-
10,γράφειν,γράφω,v--pna---
11,τοῦτον,οὗτος,p-s---ma-
12,περὶ,περί,r--------
13,ἐμοῦ,ἐγώ,p1s---mg-
14,",",punc1,u--------
15,πρὸς,πρός,r--------
16,πολλοῖς,πολύς,a-p---nd-
17,ἑτέροις,ἕτερος,a-p---nd-
18,ταῦτα,οὗτος,p-p---nn-
19,καὶ,καί,c--------
20,παραπλήσια,παραπλήσιος,a-p---nn-
21,τούτοις,οὗτος,a-p---nd_
22,ἐστίν,εἰμί,v3spia---
23,:,punc1,u--------
