,@id,@form,@lemma,@postag,@relation
0,1,Ἔφιππος,Ἔφιππος,n-s---mn-,SBJ
1,2,δέ,δέ,d--------,AuxY
2,3,φησιν,φημί,v3spia---,PRED
3,4,ὡς,ὡς,c--------,AuxC
4,5,Ἀλέξανδρος,Ἀλέξανδρος,n-s---mn-,SBJ
5,6,καὶ,καί,d--------,AuxZ
6,7,τὰς,ὁ,l-p---fa-,ATR
7,8,ἱερὰς,ἱερός,a-p---fa-,ATR
8,9,ἐσθῆτας,ἐσθής,n-p---fa-,OBJ
9,10,ἐφόρει,φορέω,v3siia---,OBJ_AP
10,11,ἐν,ἐν,r--------,AuxP
11,12,τοῖς,ὁ,l-p---nd-,ATR
12,13,δείπνοις,δεῖπνον,n-p---nd-,ADV
13,14,",",punc1,u--------,APOS
14,15,ὁτὲ,ὅτε,d--------,ADV
15,16,μὲν,μέν,d--------,AuxY
16,17,τὴν,ὁ,l-s---fa-,ATR
17,18,τοῦ,ὁ,l-s---mg-,ATR
18,19,Ἄμμωνος,Ἄμμων,n-s---mg-,ATR
19,20,πορφυρίδα,πορφυρίς,n-s---fa-,OBJ_CO
20,21,καὶ,καί,d--------,AuxY
21,22,περισχιδεῖς,περισχιδής,a-p---fa-,OBJ_CO
22,23,καὶ,καί,c--------,COORD
23,24,κέρατα,κέρας,n-p---na-,OBJ_CO
24,25,καθάπερ,καθάπερ,c--------,AuxC
25,26,ὁ,ὁ,l-s---mn-,ATR
26,27,θεός,θεός,n-s---mn-,SBJ
27,28,",",punc1,u--------,AuxX
28,29,ὁτὲ,ὅτε,d--------,ADV
29,30,δὲ,δέ,d--------,AuxY
30,31,τὴν,ὁ,l-s---fa-,OBJ
31,32,τῆς,ὁ,l-s---fg-,ATR
32,33,Ἀρτέμιδος,Ἄρτεμις,n-s---fg-,ATR
33,34,",",punc1,u--------,AuxX
34,35,ἣν,ὅς,p-s---fa-,OBJ
35,36,καὶ,καί,d--------,AuxZ
36,37,ἐπὶ,ἐπί,r--------,AuxP
37,38,τοῦ,ὁ,l-s---ng-,ATR
38,39,ἅρματος,ἅρμα,n-s---ng-,ADV
39,40,ἐφόρει,φορέω,v3siia---,ATR
40,41,πολλάκις,πολλάκις,d--------,ADV
41,42,",",punc1,u--------,AuxX
42,43,ἔχων,ἔχω,v-sppamn-,ADV
43,44,τὴν,ὁ,l-s---fa-,ATR
44,45,Περσικὴν,Περσικός,a-s---fa-,ATR
45,46,στολήν,στολή,n-s---fa-,OBJ
46,47,",",punc1,u--------,AuxX
47,48,ὑποφαίνων,ὑποφαίνω,v-sppamn-,ADV
48,49,ἄνωθεν,ἄνωθεν,d--------,ADV
49,50,τῶν,ὁ,l-p---mg-,ATR
50,51,ὤμων,ὦμος,n-p---mg-,ADV
51,52,τό,ὁ,l-s---nn-,ATR
52,53,τε,τε,d--------,AuxZ
53,54,τόξον,τόξον,n-s---nn-,OBJ_CO
54,55,καὶ,καί,c--------,COORD
55,56,τὴν,ὁ,l-s---fa-,ATR
56,57,σιβύνην,σιβύνη,n-s---fa-,OBJ_CO
57,58,",",punc1,u--------,AuxX
58,59,ἐνίοτε,ἐνίοτε,d--------,ADV
59,60,δὲ,δέ,c--------,COORD
60,61,καὶ,καί,d--------,AuxZ
61,62,τὴν,ὁ,l-s---fa-,OBJ
62,63,τοῦ,ὁ,l-s---mg-,ATR
63,64,Ἑρμοῦ,Ἑρμῆς,n-s---mg-,ATR
64,65,:,punc1,u--------,AuxK
65,66,ἐφόρει,ἐποράω,v3siia---,OBJ_AP_CO
