@id,@form,@lemma,@postag
1,οὕτω,οὕτως,d--------
2,δὲ,δέ,d--------
3,τοῦ,ὁ,l-s---mg-
4,αἰῶνος,αἰών,n-s---mg-
5,προκεχωρηκότος,προχωρέω,v-srpamg-
6,",",punc1,u--------
7,μάλα,μάλα,d--------
8,δὴ,δή,d--------
9,πρεσβύτης,πρεσβύτης,n-s---mn-
10,ὢν,εἰμί,v-sppamn-
11,ὁ,ὁ,l-s---mn-
12,Κῦρος,Κῦρος,n-s---mn-
13,ἀφικνεῖται,ἀφικνέομαι,v3spie---
14,εἰς,εἰς,r--------
15,Πέρσας,Πέρσης,n-p---ma-
16,τὸ,ὁ,l-s---na-
17,ἕβδομον,ἕβδομος,a-s---na-
18,ἐπὶ,ἐπί,r--------
19,τῆς,ὁ,l-s---fg-
20,αὑτοῦ,ἑαυτοῦ,p-s---mg-
21,ἀρχῆς,ἀρχή,n-s---fg-
22,.,punc1,u--------
