@id,@form,@lemma,@postag
1,σκεψάμενος,σκέπτομαι,v-sapemn-
2,γὰρ,γάρ,d--------
3,πόσην,πόσος,a-s---fa-
4,ἂν,ἄν1,d--------
5,ὁδὸν,ὁδός2,n-s---fa-
6,ἵππος,ἵππος,n-s---mn-
7,καθανύτοι,κατανύω,v3spoa---
8,τῆς,ὁ,l-s---fg-
9,ἡμέρας,ἡμέρα,n-s---fg-
10,ἐλαυνόμενος,ἐλαύνω,v-sppemn-
11,ὥστε,ὥστε,c--------
12,διαρκεῖν,διαρκέω,v--pna---
13,",",punc1,u--------
14,ἐποιήσατο,ποιέω,v3saim---
15,ἱππῶνας,ἱππών,n-p---ma-
16,τοσοῦτον,τοσοῦτος,a-s---na_
17,διαλείποντας,διαλείπω,v-pppama-
18,καὶ,καί,d--------
19,ἵππους,ἵππος,n-p---ma-
20,ἐν,ἐν,r--------
21,αὐτοῖς,αὐτός,p-p---md-
22,κατέστησε,καθίστημι,v3saia---
23,καὶ,καί,c--------
24,τοὺς,ὁ,l-p---ma-
25,ἐπιμελομένους,ἐπιμελέομαι,v-pppema-
26,τούτων,οὗτος,p-p---mg-
27,",",punc1,u--------
28,καὶ,καί,c--------
29,ἄνδρα,ἀνήρ,n-s---ma-
30,ἐφʼ,ἐπί,r--------
31,ἑκάστῳ,ἕκαστος,a-s---md-
32,τῶν,ὁ,l-p---mg-
33,τόπων,τόπος,n-p---mg-
34,ἔταξε,τάσσω,v3saia---
35,τὸν,ὁ,l-s---ma-
36,ἐπιτήδειον,ἐπιτήδειος,a-s---ma-
37,παραδέχεσθαι,παραδέχομαι,v--pne---
38,τὰ,ὁ,l-p---na-
39,φερόμενα,φέρω,v-pppena-
40,γράμματα,γράμμα,n-p---na-
41,καὶ,καί,d--------
42,παραδιδόναι,παραδίδωμι,v--pna---
43,καὶ,καί,d--------
44,παραλαμβάνειν,παραλαμβάνω,v--pna---
45,τοὺς,ὁ,l-p---ma-
46,ἀπειρηκότας,ἀπό-ἐρῶ,v-prpama-
47,ἵππους,ἵππος,n-p---ma-
48,καὶ,καί,c--------
49,ἀνθρώπους,ἄνθρωπος,n-p---ma-
50,καὶ,καί,c--------
51,ἄλλους,ἄλλος,p-p---ma-
52,πέμπειν,πέμπω,v--pna---
53,νεαλεῖς,νεαλής,a-p---ma-
54,·,punc1,u--------
