,@id,@form,@lemma,@postag,@relation
0,1,οὗτοι,οὗτος,p-p---mn-,SBJ
1,2,μὲν,μέν,d--------,AuxY
2,3,πάντες,πᾶς,a-p---mn-,ATR
3,4,ἀροτῆρες,ἀροτήρ,n-p---mn-,PNOM
4,5,εἰσί,εἰμί,v3ppia---,PRED_CO
5,6,",",punc1,u--------,AuxX
6,7,οἱ,ὁ,l-p---mn-,ATR
7,8,δὲ,δέ,c--------,COORD
8,9,ἄλλοι,ἄλλος,p-p---mn-,SBJ_AP
9,10,νομάδες,νομάς,n-p---mn-,PNOM
10,11,",",punc1,u--------,APOS
11,12,Δάοι,Δάος,n-p---mn-,SBJ_AP_CO
12,13,Μάρδοι,Μάρδος,n-p---mn-,SBJ_AP_CO
13,14,Δροπικοὶ,Δροπικός,n-p---mn-,SBJ_AP_CO
14,15,Σαγάρτιοι,Σαγάρτιος,n-p---mn-,SBJ_AP_CO
15,16,.,punc1,u--------,AuxK
16,17,εἰσιν,εἰμί,v3ppia---,PRED_CO
