,@id,@form,@lemma,@postag,@relation
0,1,οἱ,ὁ,l-p---mn-,ATR
1,2,δὲ,δέ,d--------,AuxY
2,3,Καλχηδόνιοι,Καλχηδόνιος,n-p---mn-,SBJ
3,4,προσιόντας,πρόσειμι1,v-pppama-,OBJ
4,5,αἰσθόμενοι,αἰσθάνομαι,v-papmmn-,ADV
5,6,τοὺς,ὁ,l-p---ma-,ATR
6,7,Ἀθηναίους,Ἀθήναιος,n-p---ma-,SBJ
7,8,",",punc1,u--------,AuxX
8,9,τὴν,ὁ,l-s---fa-,ATR
9,10,λείαν,λεία,n-s---fa-,OBJ
10,11,ἅπασαν,ἅπας,a-s---fa-,ATR
11,12,κατέθεντο,κατατίθημι,v3paim---,PRED
12,13,εἰς,εἰς,r--------,AuxP
13,14,τοὺς,ὁ,l-p---ma-,ATR
14,15,Βιθυνοὺς,Βιθυνοί,n-p---ma-,ADV
15,16,Θρᾷκας,Θρᾷξ,n-p---ma-,ATR
16,17,",",punc1,u--------,AuxX
17,18,ἀστυγείτονας,ἀστυγείτων,a-p---ma-,PNOM
18,19,ὄντας,εἰμί,v-pppama-,ATR
19,20,.,punc1,u--------,AuxK
