,@id,@form,@lemma,@postag,@relation
0,1,τῶν,ὁ,l-p---mg-,ATR
1,2,δὲ,δέ,d--------,AuxY
2,3,παρὰ,παρά,r--------,AuxP
3,4,τοῖς,ὁ,l-p---md-,ATR
4,5,Πέρσαις,Πέρσης,n-p---md-,ATR
5,6,τις,τις,p-s---cn-,SBJ
6,7,ὄνομα,ὄνομα,n-s---na-,ADV
7,8,Τυρραστιάδας,Τυρραστιάδης,n-s---mn-,ATR
8,9,",",punc1,u--------,AuxX
9,10,τὸ,ὁ,l-s---na-,ATR
10,11,γένος,γένος,n-s---na-,ADV
11,12,ὢν,εἰμί,v-sppamn-,ADV_CO
12,13,Κυμαῖος,Κυμαῖος,a-s---mn-,PNOM
13,14,",",punc1,u--------,AuxX
14,15,φιλόκαλος,φιλόκαλος,a-s---mn-,PNOM_CO
15,16,δὲ,δέ,c--------,COORD
16,17,καὶ,καί,c--------,COORD
17,18,τὸν,ὁ,l-s---ma-,ATR
18,19,τρόπον,τρόπος,n-s---ma-,ADV
19,20,ὢν,εἰμί,v-sppamn-,ADV_CO
20,21,ἀγαθός,ἀγαθός,a-s---mn-,PNOM_CO
21,22,",",punc1,u--------,AuxX
22,23,διαδρὰς,διαδιδράσκω,v-sapamn-,ADV
23,24,ἐκ,ἐκ,r--------,AuxP
24,25,τῆς,ὁ,l-s---fg-,ATR
25,26,τῶν,ὁ,l-p---mg-,ATR
26,27,Περσῶν,Πέρσης,n-p---mg-,ATR
27,28,παρεμβολῆς,παρεμβολή,n-s---fg-,ADV
28,29,νυκτὸς,νύξ,n-s---fg-,ADV
29,30,ἧκε,ἵημι,v3saia---,PRED_CO
30,31,πρὸς,πρός,r--------,AuxP
31,32,τοὺς,ὁ,l-p---ma-,OBJ
32,33,περὶ,περί,r--------,AuxP
33,34,τὸν,ὁ,l-s---ma-,ATR
34,35,Λεωνίδην,Λεωνίδας,n-s---ma-,ATR
35,36,",",punc1,u--------,AuxX
36,37,καὶ,καί,c--------,COORD
37,38,τὰ,ὁ,l-p---na-,OBJ
38,39,περὶ,περί,r--------,AuxP
39,40,τὸν,ὁ,l-s---ma-,ATR
40,41,Τραχίνιον,Τραχίνιος,a-s---ma-,ATR
41,42,ἀγνοοῦσιν,ἀγνοέω,v-pppamd-,OBJ
42,43,ἐδήλωσεν,δηλόω,v3saia---,PRED_CO
43,44,.,punc1,u--------,AuxK
