,@id,@form,@lemma,@postag,@relation
0,1,πολλὰ,πολύς,a-p---na-,ADV
1,2,γὰρ,γάρ,d--------,AuxY
2,3,πλεονεκτήσειν,πλεονεκτέω,v--fna---,OBJ
3,4,ἐν,ἐν,r--------,AuxP
4,5,ταῖς,ὁ,l-p---fd-,ATR
5,6,στενοχωρίαις,στενοχωρία,n-p---fd-,ADV
6,7,τοὺς,ὁ,l-p---ma-,ATR
7,8,ὀλίγοις,ὀλίγος,a-p---nd-,ATR
8,9,σκάφεσι,σκάφος2,n-p---nd-,ADV
9,10,διαγωνιζομένους,διαγωνίζομαι,v-pppema-,OBJ
10,11,πρὸς,πρός,r--------,AuxP
11,12,πολλαπλασίας,πολλαπλάσιος,a-p---fa-,ATR
12,13,ναῦς,ναῦς,n-p---fa-,OBJ
13,14,.,punc1,u--------,AuxK
