@id,@form,@lemma,@postag
1,εἰ,εἰ,c--------
2,γὰρ,γάρ,d--------
3,τὴν,ὁ,l-s---fa-
4,τοῦ,ὁ,l-s---ng-
5,σώματος,σῶμα,n-s---ng-
6,εὐπρέπειαν,εὐπρέπεια,n-s---fa-
7,ταύτην,οὗτος,a-s---fa_
8,τινὲς,τις,p-p---mn-
9,διαβάλλοντες,διαβάλλω,v-pppamn-
10,συμφορὰν,συμφορά,n-s---fa-
11,τοῖς,ὁ,l-p---md-
12,ἔχουσι,ἔχω,v-pppamd-
13,καταστήσουσιν,καθίστημι,v3pfia---
14,",",punc1,u--------
15,οὐ,οὐ,d--------
16,τ-,ὁ,l-s---na-
17,αὐτὰ,αὐτός,p-p---na-
18,κοινῇ,κοινῇ,d--------
19,ψηφιεῖσθαί,ψηφίζομαι,v--fne---
20,φησιν,φημί,v3spia---
21,ὑμᾶς,σύ,p-p---ma-
22,καὶ,καί,c--------
23,ἰδίᾳ,ἴδιος,a-s---fd-
24,εὔχεσθαι,εὔχομαι,v--pne---
25,:,punc1,u--------
