,@id,@form,@lemma,@postag,@relation
0,1,οἳ,ἕ,p-s---md-,ADV
1,2,τῆς,ὁ,l-s---fg-,ATR
2,3,χώρης,χώρα,n-s---fg-,SBJ
3,4,τῆς,ὁ,l-s---fg-,ATR
4,5,σφετέρης,σφέτερος,a-s---fg-,ATR
5,6,τετραμμένης,τρέπω,v-srpefg-,ADV_CO
6,7,ἐς,εἰς,r--------,AuxP
7,8,πόντον,πόντος,n-s---ma-,OBJ
8,9,",",punc1,u--------,AuxX
9,10,τὸ,ὅς,p-s---nn-,SBJ
10,11,δὴ,δή,d--------,AuxZ
11,12,Τριόπιον,Τριόπιον,n-s---nn-,PNOM
12,13,καλέεται,καλέω,v3spie---,ATR
13,14,",",punc1,u--------,AuxX
14,15,ἀργμένης,ἄρχω,v-srpefg-,ADV_CO
15,16,δὲ,δέ,c--------,COORD
16,17,ἐκ,ἐκ,r--------,AuxP
17,18,τῆς,ὁ,l-s---fg-,ATR
18,19,Χερσονήσου,Χερσόνησος,n-s---fg-,ADV
19,20,τῆς,ὁ,l-s---fg-,ATR
20,21,Βυβασσίης,Βυβασσίη,n-s---fg-,ATR
21,22,",",punc1,u--------,AuxX
22,23,ἐούσης,εἰμί,v-sppafg-,ADV_CO
23,24,τε,τε,c--------,COORD
24,25,πάσης,πᾶς,a-s---fg-,ATR
25,26,τῆς,ὁ,l-s---fg-,ATR
26,27,Κνιδίης,Κνιδίη,n-s---fg-,SBJ
27,28,πλὴν,πλήν,r--------,AuxP
28,29,ὀλίγης,ὀλίγος,a-s---fg-,ATR
29,30,περιρρόου,περίρροος,a-s---mg-,PNOM
30,31,[,punc1,u--------,AuxG
31,32,τὰ,ὁ,l-p---na-,OBJ
32,33,μὲν,μέν,d--------,AuxY
33,34,γὰρ,γάρ,d--------,AuxY
34,35,αὐτῆς,αὐτός,p-s---fg-,ATR
35,36,πρὸς,πρός,r--------,AuxP
36,37,βορέην,Βορέας,n-s---ma-,ATR
37,38,ἄνεμον,ἄνεμος,n-s---ma-,ATR
38,39,ὁ,ὁ,l-s---mn-,ATR
39,40,Κεραμεικὸς,κεραμεικός,a-s---mn-,ATR
40,41,κόλπος,κόλπος,n-s---mn-,SBJ
41,42,ἀπέργει,ἀπό-ἐργέω,v3spia---,PRED_CO
42,43,",",punc1,u--------,AuxX
43,44,τὰ,ὁ,l-p---na-,OBJ
44,45,δὲ,δέ,c--------,COORD
45,46,πρὸς,πρός,r--------,AuxP
46,47,νότον,νότος,n-s---ma-,ATR
47,48,ἡ,ὁ,l-s---fn-,ATR
48,49,κατὰ,κατά,r--------,AuxP
49,50,Σύμην,Σύμη,n-s---fa-,ATR_CO
50,51,τε,τε,d--------,AuxY
51,52,καὶ,καί,c--------,COORD
52,53,Ῥόδον,ῥόδον,n-s---nn-,ATR_CO
53,54,θάλασσα,θάλασσα,n-s---fn-,SBJ
54,55,],punc1,u--------,AuxG
55,56,",",punc1,u--------,AuxX
56,57,τὸ,ὁ,l-s---na-,ATR
57,58,ὦν,οὖν,d--------,AuxY
58,59,δὴ,δή,d--------,AuxZ
59,60,ὀλίγον,ὀλίγος,a-s---na-,ATR
60,61,τοῦτο,οὗτος,p-s---na-,OBJ
61,62,",",punc1,u--------,AuxX
62,63,ἐὸν,εἰμί,v-sppana-,ADV
63,64,ὅσον,ὅσος,a-s---na-,PNOM
64,65,τε,τε,d--------,AuxY
65,66,ἐπὶ,ἐπί,r--------,AuxP
66,67,πέντε,πέντε,m--------,ATR
67,68,στάδια,στάδιον,n-p---na-,ADV
68,69,",",punc1,u--------,AuxX
69,70,ὤρυσσον,ὀρύσσω,v3piia---,PRED
70,71,οἱ,ὁ,l-p---mn-,ATR
71,72,Κνίδιοι,Κνίδιος,n-p---mn-,SBJ
72,73,ἐν,ἐν,r--------,AuxP
73,74,ὅσῳ,ὅσος,a-s---nd-,ADV
74,75,Ἅρπαγος,ἅρπαξ,n-s---mg-,SBJ
75,76,τὴν,ὁ,l-s---fa-,ATR
76,77,Ἰωνίην,Ἰωνία,n-s---fa-,OBJ
77,78,κατεστρέφετο,καταστρέφω,v3siie---,ADV
78,79,",",punc1,u--------,AuxX
79,80,βουλόμενοι,βούλομαι,v-pppemn-,ADV
80,81,νῆσον,νῆσος,n-s---ma-,OCOMP
81,82,τὴν,ὁ,l-s---fa-,ATR
82,83,χώρην,χώρα,n-s---fa-,OBJ
83,84,ποιῆσαι,ποιέω,v--ana---,OBJ
84,85,.,punc1,u--------,AuxK
85,86,ἀπέργει,ἀπό-ἔργνυμι,v3spia---,PRED_CO
