@id,@form,@lemma,@postag
1,ὁποσάκις,ὁποσάκις,d--------
2,δ᾽,δέ,d--------
3,ἐπεχείρησαν,ἐπιχειρέω,v3paia---
4,αἱρεῖσθαι,αἱρέω,v--pne---
5,τοὺς,ὁ,l-p---ma-
6,βελτίστους,βέλτιστος,a-p---ma-
7,",",punc1,u--------
8,οὐ,οὐ,d-------_
9,συνήνεγκεν,συμφέρω,v3saia---
10,αὐτοῖς,αὐτός,p-p---md-
11,",",punc1,u--------
12,ἀλλ᾽,ἀλλά,c--------
13,ἐντὸς,ἐντός,r--------
14,ὀλίγου,ὀλίγος,a-s---mg-
15,χρόνου,χρόνος,n-s---mg-
16,ὁ,ὁ,l-s---mn-
17,δῆμος,δῆμος,n-s---mn-
18,ἐδούλευσεν,δουλεύω,v3saia---
19,ὁ,ὁ,l-s---mn-
20,ἐν,ἐν,r--------
21,Βοιωτοῖς,Βοιωτός,n-p---md-
22,:,punc1,u--------
