@id,@form,@lemma,@postag
1,ἥ,ὁ,l-s---fn-
2,τε,τε,d--------
3,γὰρ,γάρ,d--------
4,πενία,πενία,n-s---fn-
5,αὐτοὺς,αὐτός,p-p---ma-
6,μᾶλλον,μᾶλλον,d--------
7,ἄγει,ἄγω,v3spia---
8,ἐπὶ,ἐπί,r--------
9,τὰ,ὁ,l-p---na-
10,αἰσχρὰ,αἰσχρός,a-p---na-
11,καὶ,καί,c--------
12,ἡ,ὁ,l-s---fn-
13,ἀπαιδευσία,ἀπαιδευσία,n-s---fn-
14,καὶ,καί,c--------
15,ἡ,ὁ,l-s---fn-
16,ἀμαθία,ἀμαθία,n-s---fn-
17,<,punc1,u--------
18,ἡ,ὁ,l-s---fn-
19,>,punc1,u--------
20,δι᾽,διά,r--------
21,ἔνδειαν,ἔνδεια,n-s---fa-
22,χρημάτων,χρῆμα,n-p---ng-
23,ἐνίοις,ἔνιοι,a-p---md-
24,τῶν,ὁ,l-p---mg-
25,ἀνθρώπων,ἄνθρωπος,n-p---mg-
26,.,punc1,u--------
27,ἄγουσι,ἄγω,v3ppia---
