,@id,@form,@lemma,@postag,@relation
0,1,οὐ,οὐ,d--------,AuxZ
1,2,γὰρ,γάρ,d--------,AuxY
2,3,νομίζουσι,νομίζω,v3ppia---,PRED
3,4,τὴν,ὁ,l-s---fa-,ATR
4,5,ἀρετὴν,ἀρετή,n-s---fa-,SBJ
5,6,αὐτοῖς,αὐτός,p-p---md-,PNOM
6,7,πρὸς,πρός,r--------,AuxP
7,8,τῷ,ὁ,l-s---nd-,ATR
8,9,σφετέρῳ,σφέτερος,a-s---nd-,ATR
9,10,ἀγαθῷ,ἀγαθός,a-s---nd-,ADV_CO
10,11,πεφυκέναι,φύω,v--rna---,OBJ
11,12,",",punc1,u--------,AuxX
12,13,ἀλλ᾽,ἀλλά,c--------,COORD
13,14,ἐπὶ,ἐπί,r--------,AuxP
14,15,τῷ,ὁ,l-s---nd-,ATR
15,16,κακῷ,κακός,a-s---nd-,ADV_CO
16,17,:,punc1,u--------,AuxK
