,@id,@form,@lemma,@postag,@relation
0,1,ἐκ,ἐκ,r--------,AuxP
1,2,δὲ,δέ,d--------,AuxY
2,3,τοῦ,ὁ,l-s---ng-,ATR
3,4,μὴ,μή,d--------,AuxZ
4,5,δικαίως,δίκαιος,d--------,ADV
5,6,ἄρχειν,ἄρχω,v--pna---,ADV_AP_CO
6,7,μη,μη,d--------,AuxZ
7,8,-δὲ,δέ,d--------,AuxY
8,9,λέγειν,λέγω3,v--pna---,ADV_AP_CO
9,10,τὰ,ὁ,l-p---na-,ATR
10,11,δίκαια,δίκαιος,a-p---na-,OBJ
11,12,<,punc1,u--------,AuxX
12,13,μη,μη,d--------,AuxZ
13,14,-δὲ,δέ,c--------,COORD
14,15,>,punc1,u--------,AuxX
15,16,πράττειν,πράσσω,v--pna---,ADV_AP_CO
16,17,",",punc1,u--------,APOS
17,18,ἐκ,ἐκ,r--------,AuxP
18,19,τοιούτων,τοιοῦτος,p-p---ng-,ADV_AP
19,20,ἄτιμοί,ἄτιμος,a-p---mn-,PNOM
20,21,εἰσιν,εἰμί,v3ppia---,PRED
21,22,Ἀθήνησι,Ἀθήνησι,d--------,ADV
22,23,.,punc1,u--------,AuxK
