,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0096-00#|1108|1,1,τῶν,ὁ,l-p---mg-,ATR
1,Leuven|0096-00#|1108|2,2,τις,τις,p-s---cn-,SBJ
2,Leuven|0096-00#|1108|3,3,δέ,δέ,d--------,AuxY
3,Leuven|0096-00#|1108|4,4,κυνῶν,κύων,n-p---mg-,ATR
5,Leuven|0096-00#|1108|6,6,τῶν,ὁ,l-p---mg-,SBJ
6,Leuven|0096-00#|1108|7,7,καθʼ,κατά,r--------,AuxP
7,Leuven|0096-00#|1108|8,8,ὁδόν,ὁδός,n-s---fa-,ADV
8,Leuven|0096-00#|1108|9,9,αὐτῷ,αὐτός,p-s---md-,OBJ
9,Leuven|0096-00#|1108|10,10,συναντώντων,συναντάω,v-pppamg-,ATR
11,Leuven|0096-00#|1108|12,12,ἐπηρώτα,ἐπερωτάω,v3siia---,PRED
