,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0096-00#|34|1,1,”,”,u--------,AuxG
1,Leuven|0096-00#|34|2,2,ἀλλ’,ἀλλά,c--------,AuxY
2,Leuven|0096-00#|34|3,3,εἰ,εἰ,c--------,AuxC
3,Leuven|0096-00#|34|4,4,θέρους,θέρος,n-s---ng-,ATR
4,Leuven|0096-00#|34|5,5,ὥραις,ὥρα,n-p---fd-,ADV
5,Leuven|0096-00#|34|6,6,ηὔλεις,αὐλέω,v2siia---,ADV
7,Leuven|0096-00#|34|8,8,χειμῶνος,χειμών,n-s---mg-,ATR
8,Leuven|0096-00#|34|9,9,ὀρχοῦ,ὀρχέομαι,v2spme---,PRED
10,Leuven|0096-00#|34|11,11,”,”,u--------,AuxK
11,Leuven|0096-00#|34|12,12,ὣραις,ὥρα,n-p---fd-,ADV
