@id,@form,@lemma,@postag
1,τὴν,ὁ,l-s---fa-
2,δὲ,δέ,d--------
3,Καμαριναίων,Καμαριναῖος,n-p---mg-
4,πόλιν,πόλις,n-s---fa-
5,μικρῷ,μικρός,a-s---nd-
6,πρότερον,πρότερος,a-s---na-
7,ἀπ᾽,ἀπό,r--------
8,αὐτῶν,αὐτός,p-p---mg-
9,ἀποστᾶσαν,ἀφεστήξω,v-sapafa-
10,",",punc1,u--------
11,τότε,τότε,d--------
12,προσενέγκαντες,προσφέρω,v-papamn-
13,ἔργα,ἔργον,n-p---na-
14,καὶ,καί,c--------
15,καταβαλόντες,καταβάλλω,v-papamn-
16,τὰ,ὁ,l-p---na-
17,τείχη,τεῖχος,n-p---na-
18,κατέσχον,κατέχω,v3paia---
19,:,punc1,u--------
