,@id,@form,@lemma,@postag,@relation
0,1,τοῦ,ὁ,l-s---mg-,ATR
1,2,γὰρ,γάρ,d--------,AuxY
2,3,καλουμένου,καλέω,v-sppemg-,SBJ
3,4,Πειραιῶς,Πειραιεύς,n-s---mg-,PNOM
4,5,οὐκ,οὐ,d--------,AuxZ
5,6,ὄντος,εἰμί,v-sppamg-,ADV_CO
6,7,λιμένος,λιμήν,n-s---mg-,PNOM
7,8,κατʼ,κατά,r--------,AuxP
8,9,ἐκείνους,ἐκεῖνος,a-p---ma-,ATR
9,10,τοὺς,ὁ,l-p---ma-,ATR
10,11,χρόνους,χρόνος,n-p---ma-,ADV
11,12,",",punc1,u--------,AuxX
12,13,ἀλλʼ,ἀλλά,c--------,COORD
13,14,ἐπινείῳ,ἐπίνειον,n-s---nd-,OBJ
14,15,χρωμένων,χράω2,v-pppemg-,ADV_CO
15,16,τῶν,ὁ,l-p---mg-,ATR
16,17,Ἀθηναίων,Ἀθήναιος,n-p---mg-,SBJ
17,18,τῷ,ὁ,l-s---nd-,ATR
18,19,προσαγορευομένῳ,προσαγορεύω,v-sppend-,ATR
19,20,Φαληρικῷ,Φαληρικός,a-s---nd-,PNOM
20,21,",",punc1,u--------,AuxX
21,22,μικρῷ,μικρός,a-s---nd-,PNOM
22,23,παντελῶς,παντελής,d--------,ADV
23,24,ὄντι,εἰμί,v-sppand-,ATR
24,25,",",punc1,u--------,AuxX
25,26,ἐπενόησε,ἐπινοέω,v3saia---,PRED
26,27,τὸν,ὁ,l-s---ma-,ATR
27,28,Πειραιᾶ,Πειραιεύς,n-s---ma-,OBJ
28,29,κατασκευάζειν,κατασκευάζω,v--pna---,OBJ
29,30,λιμένα,λιμήν,n-s---ma-,OCOMP
30,31,",",punc1,u--------,AuxX
31,32,μικρᾶς,μικρός,a-s---fg-,ATR
32,33,μὲν,μέν,d--------,AuxY
33,34,προσδεόμενον,προσδέομαι,v-sppema-,ADV_CO
34,35,κατασκευῆς,κατασκευή,n-s---fg-,OBJ
35,36,",",punc1,u--------,AuxX
36,37,δυνάμενον,δύναμαι,v-sppema-,ADV_CO
37,38,δὲ,δέ,c--------,COORD
38,39,γενέσθαι,γίγνομαι,v--anm---,OBJ
39,40,λιμένα,λιμήν,n-s---ma-,PNOM
40,41,κάλλιστον,καλός,a-s---mas,ATR_CO
41,42,καὶ,καί,c--------,COORD
42,43,μέγιστον,μέγας,a-s---mas,ATR_CO
43,44,τῶν,ὁ,l-p---mg-,ADV
44,45,κατὰ,κατά,r--------,AuxP
45,46,τὴν,ὁ,l-s---fa-,ATR
46,47,Ἑλλάδα,Ἑλλάς,n-s---fa-,ATR
47,48,.,punc1,u--------,AuxK
