,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|4029-001|1142|1,1,ἐπειδή,ἐπεί,c--------,AuxC
1,Leuven|4029-001|1142|2,2,τε,τε,c--------,AuxY
2,Leuven|4029-001|1142|3,3,ἡ,ὁ,l-s---fn-,ATR
3,Leuven|4029-001|1142|4,4,κυρία,κυρία,n-s---fn-,SBJ
4,Leuven|4029-001|1142|5,5,παρῆν,πάρειμι,v3siia---,ADV
6,Leuven|4029-001|1142|7,7,ἀσπασαμένη,ἀσπάζομαι,v-sapmfn-,ADV
7,Leuven|4029-001|1142|8,8,μὲν,μέν,d--------,AuxY
8,Leuven|4029-001|1142|9,9,ἡ,ὁ,l-s---fn-,ATR
9,Leuven|4029-001|1142|10,10,Ἀντωνίνα,Ἀντωνίνα,n-s---fn-,SBJ
10,Leuven|4029-001|1142|11,11,τὴν,ὁ,l-s---fa-,ATR
11,Leuven|4029-001|1142|12,12,βασιλίδα,βασιλίς,n-s---fa-,OBJ
12,Leuven|4029-001|1142|13,13,ἐκ,ἐκ,r--------,AuxP
13,Leuven|4029-001|1142|14,14,τῆς,ὁ,l-s---fg-,ATR
14,Leuven|4029-001|1142|15,15,πόλεως,πόλις,n-s---fg-,OBJ
15,Leuven|4029-001|1142|16,16,ἀπηλλάσσετο,ἀπαλάσσω,v3siie---,PRED_CO
17,Leuven|4029-001|1142|18,18,ἔν,ἐν,r--------,AuxP
18,Leuven|4029-001|1142|19,19,τε,τε,c--------,COORD
19,Leuven|4029-001|1142|20,20,Ῥουφινιαναῖς,Ῥουφινιαναί,n-p---fd-,ADV
20,Leuven|4029-001|1142|21,21,ἐγένετο,γίγνομαι,v3saim---,PRED_CO
22,Leuven|4029-001|1142|23,23,ὡς,ὡς,c--------,AuxC
23,Leuven|4029-001|1142|24,24,τῇ,ὁ,l-s---fd-,ATR
24,Leuven|4029-001|1142|25,25,ὑστεραίᾳ,ὑστεραῖος,a-s---fd-,ADV
25,Leuven|4029-001|1142|26,26,τῆς,ὁ,l-s---fg-,ATR
26,Leuven|4029-001|1142|27,27,ἐπὶ,ἐπί,r--------,AuxP
27,Leuven|4029-001|1142|28,28,τὴν,ὁ,l-s---fa-,ATR
28,Leuven|4029-001|1142|29,29,ἕω,ἠώς,n-s---fa-,ATR
29,Leuven|4029-001|1142|30,30,ὁδοῦ,ὁδός,n-s---fg-,OBJ
30,Leuven|4029-001|1142|31,31,ἀρξομένη,ἄρχω,v-sfpmfn-,ADV
32,Leuven|4029-001|1142|33,33,οὗ,ὅς,p-s---ng-,OBJ
33,Leuven|4029-001|1142|34,34,δὴ,δή,d--------,AuxY
34,Leuven|4029-001|1142|35,35,καὶ,καὶ,d--------,AuxZ
35,Leuven|4029-001|1142|36,36,Ἰωάννης,Ἰωάννης,n-s---mn-,SBJ
36,Leuven|4029-001|1142|37,37,τὰ,ὁ,l-p---na-,ATR
37,Leuven|4029-001|1142|38,38,ξυγκείμενα,σύγκειμαι,v-pppena-,OBJ
38,Leuven|4029-001|1142|39,39,ἐπιτελέσων,ἐπιτελέω,v-sfpamn-,ADV
39,Leuven|4029-001|1142|40,40,ἐς,εἰς,r--------,AuxP
40,Leuven|4029-001|1142|41,41,νύκτα,νύξ,n-s---fa-,OBJ
41,Leuven|4029-001|1142|42,42,ἦλθεν,ἔρχομαι,v3saia---,ATR
