,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|4029-001|264|1,1,τότε,τότε,d--------,ADV
1,Leuven|4029-001|264|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|4029-001|264|3,3,βασιλεὺς,βασιλεύς,n-s---mn-,SBJ
3,Leuven|4029-001|264|4,4,Ἀναστάσιος,Ἀναστάσιος,n-s---mn-,APOS
4,Leuven|4029-001|264|5,5,πολιορκεῖσθαι,πολιορκέω,v--pne---,OBJ
5,Leuven|4029-001|264|6,6,μαθὼν,μανθάνω,v-sapamn-,ADV
6,Leuven|4029-001|264|7,7,Ἄμιδαν,Ἄμιδα,n-s---fa-,SBJ
7,Leuven|4029-001|264|8,8,στράτευμα,στράτευμα,n-s---na-,OBJ
8,Leuven|4029-001|264|9,9,κατὰ,κατά,r--------,AuxP
9,Leuven|4029-001|264|10,10,τάχος,τάχος,n-s---na-,ADV
10,Leuven|4029-001|264|11,11,διαρκὲς,διαρκής,a-s---na-,ATR
11,Leuven|4029-001|264|12,12,ἔπεμψεν,πέμπω,v3saia---,PRED
