@id,@form,@lemma,@postag,@relation
1,παρεσίτει,παρά-σιτέω,v3siia---,PRED
2,δὲ,δέ,d--------,AuxY
3,τῇ,ὁ,l-s---fd-,ATR
4,Φρύνῃ,Φρύνη,n-s---fd-,OBJ
5,Γρυλλίων,Γρυλλίων,n-s---mn-,SBJ
6,εἷς,εἷς,n-s---mn-,PNOM
7,ὢν,εἰμί,v-sppamn-,ADV
8,τῶν,ὁ,l-p---mg-,ATR
9,Ἀρεοπαγιτῶν,Ἀρεοπαγίτης,n-p---mg-,ATR
10,",",punc1,u--------,AuxX
11,ὡς,ὡς,c--------,AuxC
12,καὶ,καί,d--------,AuxZ
13,Σάτυρος,Σάτυρος,n-s---mn-,SBJ
14,ὁ,ὁ,l-s---mn-,ATR
15,Ὀλύνθιος,Ὀλύνθιος,a-s---mn-,ATR
16,ὑποκριτὴς,ὑποκριτής,n-s---mn-,ATR
17,Παμφίλῃ,Παμφίλη,n-s---fd-,OBJ
18,.,punc1,u--------,AuxK
19,παρεσίτει,παρά-σιτέω,v3siia---,ADV
