@id,@form,@lemma,@postag
1,πρὸς,πρός,r--------
2,δὲ,δέ,d--------
3,τούτοις,οὗτος,p-p---nd-
4,",",",",u--------
5,ὦ,ὦ,i--------
6,ἄνδρες,ἀνήρ,n-p---mv-
7,δικασταί,δικαστής,n-p---mv-
8,",",",",u--------
9,ἔτυχεν,τυγχάνω,v3saia---
10,ἡ,ὁ,l-s---fn-
11,γυνή,γυνή,n-s---fn-
12,μου,ἐγώ,p1s---mg-
13,μετὰ,μετά,r--------
14,τῶν,ὁ,l-p---ng-
15,παιδίων,παιδίον,n-p---ng-
16,ἀριστῶσα,ἀριστάω,v-sppafn-
17,ἐν,ἐν,r--------
18,τῇ,ὁ,l-s---fd-
19,αὐλῇ,αὐλή,n-s---fd-
20,",",",",u--------
21,καὶ,καί,c--------
22,μετ’,μετά,r--------
23,αὐτῆς,αὐτός,p-s---fg-
24,τιτθή,τιτθή,n-s---fn-
25,τις,τις,a-s---fn_
26,ἐμὴ,ἐμός,a-s---fn-
27,γενομένη,γίγνομαι,v-sapmfn-
28,πρεσβυτέρα,πρέσβυς,a-s---fnc
29,",",",",u--------
30,ἄνθρωπος,ἄνθρωπος,n-s---fn-
31,εὔνους,εὔνους,a-s---fn-
32,καὶ,καί,d--------
33,πιστὴ,πιστός,a-s---fn-
34,καὶ,καί,c--------
35,ἀφειμένη,ἀφίημι,v-srpefn-
36,ἐλευθέρα,ἐλεύθερος,a-s---fn-
37,ὑπὸ,ὑπό,r--------
38,τοῦ,ὁ,l-s---mg-
39,πατρὸς,πατήρ,n-s---mg-
40,τοῦ,ὁ,l-s---mg-
41,ἐμοῦ,ἐμός,a-s---mg-
42,.,.,u--------
43,ἔτυχεν,τυγχάνω,v3saia---
44,ἀριστῶσα,ἀριστάω,v-sppafn-
