@id;@form;@lemma;@postag;@relation
1;εἰ;εἰ;c--------;AuxC
2;γὰρ;γάρ;d--------;AuxY
3;ἡγήσαντο;ἡγέομαι;v3paim---;ADV
4;τὸν;ὁ;l-s---ma-;ATR
5;ἄνδρα;ἀνήρ;n-s---ma-;OBJ
6;πείσειν;πείθω;v--fna---;OBJ
7;ἀπὸ;ἀπό;r--------;AuxZ
8;πρώτης;πρῶτος;a-s---fgs;ADV
9;καταψεύδεσθαί;καταψεύδομαι;v--pne---;OBJ
10;μου;ἐγώ;p1s---mg-;OBJ
11;,;punc;u--------;AuxX
12;οὐκ;οὐ;d--------;AuxZ
13;ἄν;ἄν;d--------;AuxY
14;ποτ᾽;ποτε;d--------;ADV
15;ἐμηχανήσαντο;μηχανάομαι;v3paie---;PRED
16;τὰ;ὁ;l-p---na-;OBJ
17;ἐν;ἐν;r--------;AuxP
18;τῷ;ὁ;l-s---nd-;ATR
19;γραμματειδίῳ;γραμματείδιον;n-s---nd-;ATR
20;.;punc;u--------;AuxK
