@id,@form,@lemma,@postag
1,οὕτως,οὕτως,d--------
2,οὐχ,οὐ,d--------
3,ὑπὸ,ὑπό,r--------
4,τῶν,ὁ,l-p---mg-
5,πολεμίων,πολέμιος,n-p---mg-
6,μόνον,μόνος,a-s---na-
7,ἀλλὰ,ἀλλά,c--------
8,καὶ,καί,d--------
9,ὑπὸ,ὑπό,r--------
10,τούτων,οὗτος,p-p---mg-
11,πολιτῶν,πολίτης,n-p---mg-
12,ὄντων,εἰμί,v-pppamg-
13,ἐπεβουλεύεσθε,ἐπιβουλεύω,v2piie---
14,ὅπως,ὅπως,c--------
15,μήτʼ,μήτε,d-------_
16,ἀγαθὸν,ἀγαθός,a-s---na-
17,μηδὲν,μηδείς,p-s---na-
18,ψηφιεῖσθε,ψηφίζω,v2pfim---
19,πολλῶν,πολύς,a-p---ng-
20,τε,τε,c--------
21,ἐνδεεῖς,ἐνδεής,a-p---mn-
22,ἔσεσθε,εἰμί,v2pfim---
23,.,punc1,u--------
