@id,@form,@lemma,@postag
1,ἀλλʼ,ἀλλά,d--------
2,οὗτος,οὗτος,p-s---mn-
3,τὴν,ὁ,l-s---fa-
4,μὲν,μέν,d--------
5,πόλιν,πόλις,n-s---fa-
6,ἐχθρὰν,ἐχθρός,a-s---fa-
7,ἐνόμιζεν,νομίζω,v3siia---
8,εἶναι,εἰμί,v--pna---
9,",",punc1,u--------
10,τοὺς,ὁ,l-p---ma-
11,δʼ,δέ,c--------
12,ὑμετέρους,ὑμέτερος,a-p---ma-
13,ἐχθροὺς,ἐχθρός,n-p---ma-
14,φίλους,φίλος,n-p---ma-
15,",",punc1,u--------
16,ὡς,ὡς,c--------
17,ἀμφότερα,ἀμφότερος,a-p---na-
18,ταῦτα,οὗτος,p-p---na-
19,ἐγὼ,ἐγώ,p1s---mn-
20,πολλοῖς,πολύς,a-p---nd-
21,τεκμηρίοις,τεκμήριον,n-p---nd-
22,παραστήσω,παρίστημι,v1sfia---
23,",",punc1,u--------
24,καὶ,καί,c--------
25,τὰς,ὁ,l-p---fa-
26,πρὸς,πρός,r--------
27,ἀλλήλους,ἀλλήλων,p-p---ma-
28,διαφορὰς,διαφορά,n-p---fa-
29,οὐχ,οὐ,d--------
30,ὑπὲρ,ὑπέρ,r--------
31,ὑμῶν,σύ,p-p---mg-
32,ἀλλʼ,ἀλλά,c--------
33,ὑπὲρ,ὑπέρ,r--------
34,ἑαυτῶν,ἑαυτοῦ,p-p---mg-
35,γιγνομένας,γίγνομαι,v-pppefa-
36,",",punc1,u--------
37,ὁπότεροι,ὁπότερος,a-p---mn-
38,τὰ,ὁ,l-p---na-
39,πράγματα,πρᾶγμα,n-p---na-
40,πράξουσι,πράσσω,v3pfia---
41,καὶ,καί,c--------
42,τῆς,ὁ,l-s---fg-
43,πόλεως,πόλις,n-s---fg-
44,ἄρξουσιν,ἄρχω,v3pfia---
45,.,punc1,u--------
46,ἐνόμιζεν,νομίζω,v3siia---
47,εἶναι,εἰμί,v--pna---
