,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0032-002|956|1,1,καὶ,καί,c--------,AuxY
1,Leuven|0032-002|956|2,2,γάρ,γάρ,d--------,AuxY
3,Leuven|0032-002|956|4,4,ὥσπερ,ὥσπερ,c--------,AuxC
4,Leuven|0032-002|956|5,5,ὁ,ὁ,l-s---mn-,ATR
5,Leuven|0032-002|956|6,6,κιθαρίζειν,κιθαρίζω,v--pna---,OBJ
6,Leuven|0032-002|956|7,7,μαθών,μανθάνω,v-sapamn-,SBJ
8,Leuven|0032-002|956|9,9,καὶ,καί,d--------,AuxZ
9,Leuven|0032-002|956|10,10,ἐὰν,ἐάν,c--------,AuxC
10,Leuven|0032-002|956|11,11,μὴ,μή,d--------,AuxZ
11,Leuven|0032-002|956|12,12,κιθαρίζῃ,κιθαρίζω,v3spsa---,ADV
13,Leuven|0032-002|956|14,14,κιθαριστής,κιθαριστής,n-s---mn-,PNOM
14,Leuven|0032-002|956|15,15,ἐστι,εἰμί,v3spia---,ADV_CO
16,Leuven|0032-002|956|17,17,καὶ,καί,c--------,COORD
17,Leuven|0032-002|956|18,18,ὁ,ὁ,l-s---mn-,ATR
18,Leuven|0032-002|956|19,19,μαθὼν,μανθάνω,v-sapamn-,SBJ
19,Leuven|0032-002|956|20,20,ἰᾶσθαι,ἰάομαι,v--pne---,OBJ
21,Leuven|0032-002|956|22,22,κἂν,κἄν,c--------,AuxC
22,Leuven|0032-002|956|23,23,μὴ,μή,d--------,AuxZ
23,Leuven|0032-002|956|24,24,ἰατρεύῃ,ἰατρεύω,v3spsa---,ADV
25,Leuven|0032-002|956|26,26,ὅμως,ὅμως,d--------,AuxY
26,Leuven|0032-002|956|27,27,ἰατρός,ἰατρός,n-s---mn-,PNOM
27,Leuven|0032-002|956|28,28,ἐστιν,εἰμί,v3spia---,ADV_CO
29,Leuven|0032-002|956|30,30,οὕτω,οὕτως,d--------,ADV
30,Leuven|0032-002|956|31,31,καὶ,καί,d--------,AuxZ
31,Leuven|0032-002|956|32,32,ὅδε,ὅδε,p-s---mn-,SBJ
32,Leuven|0032-002|956|33,33,ἀπὸ,ἀπό,r--------,AuxP
33,Leuven|0032-002|956|34,34,τοῦδε,ὅδε,p-s---mg-,ATR
34,Leuven|0032-002|956|35,35,τοῦ,ὁ,l-s---mg-,ATR
35,Leuven|0032-002|956|36,36,χρόνου,χρόνος,n-s---mg-,ADV
36,Leuven|0032-002|956|37,37,διατελεῖ,διατελέω,v3spia---,PRED
37,Leuven|0032-002|956|38,38,στρατηγὸς,στρατηγός,n-s---mn-,PNOM
38,Leuven|0032-002|956|39,39,ὤν,εἰμί,v-sppamn-,ADV
40,Leuven|0032-002|956|41,41,κἂν,κἄν,c--------,AuxC
41,Leuven|0032-002|956|42,42,μηδεὶς,μηδείς,p-s---mn-,SBJ
42,Leuven|0032-002|956|43,43,αὐτὸν,αὐτός,p-s---ma-,OBJ
43,Leuven|0032-002|956|44,44,ἕληται,αἱρέω,v3sasm---,ADV
