,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0032-002|863|1,1,πότερον,πότερον,d--------,AuxY
1,Leuven|0032-002|863|2,2,καὶ,καί,c--------,AuxY
2,Leuven|0032-002|863|3,3,τῶν,ὁ,l-p---mg-,ATR
3,Leuven|0032-002|863|4,4,ἄλλων,ἄλλος,p-p---mg-,ATR
4,Leuven|0032-002|863|5,5,ἐλευθέρων,ἐλεύθερος,a-p---mg-,ATR
5,Leuven|0032-002|863|6,6,τοὺς,ὁ,l-p---ma-,ATR
6,Leuven|0032-002|863|7,7,οὕτω,οὕτως,d--------,ADV
7,Leuven|0032-002|863|8,8,ζῶντας,ζάω,v-pppama-,OBJ
8,Leuven|0032-002|863|9,9,ἄμεινον,ἀμείνων,a-s---nac,ADV
9,Leuven|0032-002|863|10,10,διάγοντας,διάγω,v-pppama-,OBJ
10,Leuven|0032-002|863|11,11,ὁρᾷς,ὁράω,v2spia---,PRED_CO
11,Leuven|0032-002|863|12,12,καὶ,καί,c--------,COORD
12,Leuven|0032-002|863|13,13,μᾶλλον,μάλα,d-------c,ADV
13,Leuven|0032-002|863|14,14,εὐδαιμονίζεις,εὐδαιμονίζω,v2spia---,PRED_CO
14,Leuven|0032-002|863|15,15,ἢ,ἤ,c--------,AuxC
15,Leuven|0032-002|863|16,16,τούς,ὁ,l-p---ma-,SBJ
17,Leuven|0032-002|863|18,18,ἃ,ὅς,p-p---nn-,SBJ
18,Leuven|0032-002|863|19,19,ἐπίστανται,ἐπίσταμαι,v3ppie---,ATR
19,Leuven|0032-002|863|20,20,χρήσιμα,χρήσιμος,a-p---nn-,PNOM
20,Leuven|0032-002|863|21,21,πρὸς,πρός,r--------,AuxP
21,Leuven|0032-002|863|22,22,τὸν,ὁ,l-s---ma-,ATR
22,Leuven|0032-002|863|23,23,βίον,βίος,n-s---ma-,ADV
24,Leuven|0032-002|863|25,25,τούτων,οὗτος,p-p---ng-,OBJ
25,Leuven|0032-002|863|26,26,ἐπιμελομένους,ἐπιμελέομαι,v-pppema-,OBJ
