,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0041-001|73|1,1,ἔγραφες,γράφω,v2siia---,PRED
1,Leuven|0041-001|73|2,2,δέ,δέ,d--------,AuxY
2,Leuven|0041-001|73|3,3,μοι,ἐγώ,p1s---cd-,OBJ
3,Leuven|0041-001|73|4,4,καὶ,καί,d--------,AuxZ
4,Leuven|0041-001|73|5,5,περὶ,περί,r--------,AuxP
5,Leuven|0041-001|73|6,6,τῆς,ὁ,l-s---fg-,ATR
6,Leuven|0041-001|73|7,7,σῆς,σός,a-s---fg-,ATR
7,Leuven|0041-001|73|8,8,πρὸς,πρός,r--------,AuxP
8,Leuven|0041-001|73|9,9,αὐτὸν,αὐτός,p-s---ma-,ATR
9,Leuven|0041-001|73|10,10,φιλίας,φιλία,n-s---fg-,ADV
11,Leuven|0041-001|73|12,12,ὅτι,ὅτι,c--------,AuxC
12,Leuven|0041-001|73|13,13,οὐ,οὐ,d--------,AuxZ
13,Leuven|0041-001|73|14,14,μικρὸν,μικρός,a-s---na-,ATR
14,Leuven|0041-001|73|15,15,πλεονέκτημα,πλεονέκτημα,n-s---na-,OCOMP
15,Leuven|0041-001|73|16,16,τὴν,ὁ,l-s---fa-,ATR
16,Leuven|0041-001|73|17,17,σὴν,σός,a-s---fa-,ATR
17,Leuven|0041-001|73|18,18,πρὸς,πρός,r--------,AuxP
18,Leuven|0041-001|73|19,19,Σωκράτη,Σωκράτης,n-s---ma-,ATR
19,Leuven|0041-001|73|20,20,συνήθειαν,συνήθεια,n-s---fa-,OBJ
20,Leuven|0041-001|73|21,21,εἰς,εἰς,r--------,AuxP
21,Leuven|0041-001|73|22,22,αὐτὸν,αὐτός,p-s---ma-,ADV
22,Leuven|0041-001|73|23,23,ἔχοιμι,ἔχω,v1spoa---,OBJ
