,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0041-001|34|1,1,ὃ,ὁ,l-s---mn-,SBJ
1,Leuven|0041-001|34|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|0041-001|34|3,3,καὶ,καί,c--------,AuxY
3,Leuven|0041-001|34|4,4,τῆς,ὁ,l-s---fg-,ATR
4,Leuven|0041-001|34|5,5,σῆς,σός,a-s---fg-,ATR
5,Leuven|0041-001|34|6,6,πρὸς,πρός,r--------,AuxP
6,Leuven|0041-001|34|7,7,Σωκράτη,Σωκράτης,n-s---ma-,ATR
7,Leuven|0041-001|34|8,8,φιλίας,φιλία,n-s---fg-,OBJ
8,Leuven|0041-001|34|9,9,ἀνεμιμνήσκετο,ἀναμιμνήσκω,v3siie---,PRED_CO
9,Leuven|0041-001|34|10,10,κ-,καί,c--------,AuxY
10,Leuven|0041-001|34|11,11,ἐμὲ,ἐγώ,p1s---ca-,OBJ
11,Leuven|0041-001|34|12,12,φιλοσοφεῖν,φιλοσοφέω,v--pna---,OBJ
12,Leuven|0041-001|34|13,13,παρίστατο,παρίστημι,v3siie---,PRED_CO
14,Leuven|0041-001|34|15,15,καὶ,καί,c--------,COORD
15,Leuven|0041-001|34|16,16,τ-,ὁ,l-p---na-,ATR
16,Leuven|0041-001|34|17,17,ἄλλα,ἄλλος,p-p---na-,OBJ
17,Leuven|0041-001|34|18,18,οὐ,οὐ,d--------,AuxZ
18,Leuven|0041-001|34|19,19,στρατιωτικῶς,στρατιωτικός,d--------,ADV_CO
19,Leuven|0041-001|34|20,20,μὰ,μά,r--------,AuxP
20,Leuven|0041-001|34|21,21,Δί’,Ζεύς,n-s---ma-,ExD
21,Leuven|0041-001|34|22,22,ἀλλὰ,ἀλλά,c--------,COORD
22,Leuven|0041-001|34|23,23,καὶ,καί,d--------,AuxZ
23,Leuven|0041-001|34|24,24,πάνυ,πάνυ,d--------,ADV
24,Leuven|0041-001|34|25,25,φιλανθρώπως,φιλάνθρωπος,d--------,ADV_CO
25,Leuven|0041-001|34|26,26,διελέγετο,διαλέγω,v3siie---,PRED_CO
