@id,@form,@lemma,@postag
1,εἰσὶ,εἰμί,v3ppia---
2,δ᾽,δέ,d--------
3,οἵ,ὅς,p-p---mn-
4,φασι,φημί,v3ppia---
5,ταύτης,οὗτος,a-s---fg_
6,εἶναι,εἰμί,v--pna---
7,τῆς,ὁ,l-s---fg-
8,γνώμης,γνώμη,n-s---fg-
9,τὸν,ὁ,l-s---ma-
10,Ὅμηρον,Ὅμηρος,n-s---ma-
11,",",punc1,u--------
12,προτάττοντα,προτάσσω,v-sppama-
13,τοῦ,ὁ,l-s---mg-
14,σπουδαίου,σπουδαῖος,a-s---mg-
15,βίου,βίος,n-s---mg-
16,πολλάκις,πολλάκις,d--------
17,τὸν,ὁ,l-s---ma-
18,καθ᾽,κατά,r--------
19,ἡδονήν,ἡδονή,n-s---fa-
20,",",punc1,u--------
21,λέγοντα,λέγω3,v-sppama-
22,:,punc1,u--------
