@id,@form,@lemma,@postag
1,καὶ,καί,d--------
2,πρὸς,πρός,r--------
3,ποδῶν,πoύς,n-p---mg-
4,ἕτερον,ἕτερος,a-s---nn-
5,οἴκημα,οἴκημα,n-s---nn-
6,τρίκλινον,τρίκλινον,a-s---nn-
7,",",punc1,u--------
8,οὗ,οὗ,d--------
9,τάλαντα,τάλαντον,n-p---nn-
10,τρισχίλια,τρισχίλιοι,a-p---nn-
11,ἔκειτο,κεῖμαι,v3siie---
12,ἀργυρίου,ἀργύριον,n-s---ng-
13,",",punc1,u--------
14,καὶ,καί,c--------
15,προσηγορεύετο,προσαγορεύω,v3siie---
16,βασιλικὸν,βασιλικός,a-s---nn-
17,ὑποπόδιον,ὑποπόδιον,n-s---nn-
18,.,punc1,u--------
19,ἦν,εἰμί,v3siia---
