@id;@form;@lemma;@postag;@relation
1;λέγουσι;λέγω;v3ppia---;PRED
2;δέ;δέ;d--------;AuxY
3;τινες;τις;p-p---cn-;SBJ
4;αὐτὸν;αὐτός;p-s---ma-;SBJ
5;καὶ;καί;d--------;AuxZ
6;παῖδας;παῖς;n-p---ma-;OBJ
7;ἐν;ἐν;r--------;AuxP
8;τοῖς;ὁ;l-p---nd-;ATR
9;χωρίοις;χωρίον;n-p---nd-;ADV
10;τούτοις;οὗτος;a-p---nd-;ATR
11;,;punc;u--------;AuxX
12;ἃ;ὅς;p-p---na-;OBJ
13;νῦν;νῦν;d--------;ADV
14;Ῥωμαῖοι;Ῥωμαῖος;n-p---mn-;SBJ
15;κατοικοῦσιν;κατοικέω;v3ppia---;ATR
16;,;punc;u--------;AuxX
17;ἐκ;ἐκ;r--------;AuxP
18;δύο;δύο;m--------;ATR
19;γυναικῶν;γυνή;n-p---fg-;PNOM
20;γενομένους;γίγνομαι;v-papmma-;ATR
21;καταλιπεῖν;καταλείπω;v--ana---;OBJ
22;:;punc;u--------;AuxK
