,opera,total_words,correct_lemmas,correct_pos,lemma_accuracy,pos_accuracy
0,aeschines-1-1-50-bu1.xml,4364,2834,0,0.649,0.0
1,aeschines-1-101-150-bu1.xml,3993,2559,0,0.641,0.0
2,aeschines-1-151-196-bu1.xml,3724,2391,0,0.642,0.0
3,aeschines-1-51-100-bu1.xml,3890,2480,0,0.638,0.0
4,antiphon-1-bu2.xml,2046,1339,0,0.654,0.0
5,antiphon-2-bu2.xml,2915,1934,0,0.663,0.0
6,antiphon-5-bu2.xml,7458,4998,0,0.67,0.0
7,antiphon-6-bu2.xml,4014,2684,0,0.669,0.0
8,appian-bc-1-0-1-4-bu1.xml,7047,4800,0,0.681,0.0
9,appian-bc-1-11-14-bu1.xml,6157,4169,0,0.677,0.0
10,appian-bc-1-5-7-bu1.xml,5848,3958,0,0.677,0.0
11,appian-bc-1-8-10-bu1.xml,6613,4514,0,0.683,0.0
12,aristotle-politics-book-1-bu1.xml,7680,5548,0,0.722,0.0
13,aristotle-politics-book-2-bu2.xml,12187,8753,0,0.718,0.0
14,athen12-1-9-2019.xml,2200,1450,0,0.659,0.0
15,athen12-10-19-2019.xml,2830,1956,0,0.691,0.0
16,athen12-20-29-2019.xml,2026,1407,0,0.694,0.0
17,athen12-30-39-jan-15.xml,1950,1294,0,0.664,0.0
18,athen12-40-49-jan-15.xml,2367,1549,0,0.654,0.0
19,athen12-50-59-jan-15.xml,2991,2072,0,0.693,0.0
20,athen12-60-69-jan-15.xml,2796,1903,0,0.681,0.0
21,athen12-70-81-jan-15.xml,3157,2062,0,0.653,0.0
22,athen13-1-9-jan-15.xml,2191,1325,0,0.605,0.0
23,athen13-10-19-jan-15.xml,2448,1542,0,0.63,0.0
24,athen13-20-29-jan-15.xml,2676,1538,0,0.575,0.0
25,athen13-30-39-jan-15.xml,2520,1700,0,0.675,0.0
26,athen13-40-49-jan-15.xml,3362,1854,0,0.551,0.0
27,athen13-50-59-jan-15.xml,2504,1576,0,0.629,0.0
28,athen13-60-69-jan-15.xml,2419,1595,0,0.659,0.0
29,athen13-70-79-jan-15.xml,2599,1575,0,0.606,0.0
30,athen13-80-89-jan-15.xml,3087,2010,0,0.651,0.0
31,athen13-90-95-jan-15.xml,1486,982,0,0.661,0.0
32,dem-59-neaira-2019.xml,10489,8059,0,0.768,0.0
33,demosthenes-1-bu1.xml,2194,1722,0,0.785,0.0
34,demosthenes-18-1-50-bu2.xml,4173,2645,0,0.634,0.0
35,demosthenes-18-101-150-bu2.xml,4311,2715,0,0.63,0.0
36,demosthenes-18-151-200-bu2.xml,4291,2784,0,0.649,0.0
37,demosthenes-18-201-275-bu1.xml,5690,3493,0,0.614,0.0
38,demosthenes-18-276-324-bu1.xml,3909,2419,0,0.619,0.0
39,demosthenes-18-51-100-bu1.xml,4061,2535,0,0.624,0.0
40,demosthenes-4-phil1-bu1.xml,3951,2351,0,0.595,0.0
41,demosthenes-46-tree.xml,2168,1742,0,0.804,0.0
42,demosthenes-47-tree.xml,6235,5218,0,0.837,0.0
43,demosthenes-49-tree.xml,5005,4150,0,0.829,0.0
44,demosthenes-50-tree.xml,5306,4367,0,0.823,0.0
45,demosthenes-52-tree.xml,2490,2027,0,0.814,0.0
46,demosthenes-53-tree.xml,2340,1950,0,0.833,0.0
47,diodsic-11-1-20-bu4.xml,6247,4539,0,0.727,0.0
48,diodsic-11-81-92-bu1.xml,2997,2140,0,0.714,0.0
49,diodsic11-21-40-bu2.xml,5816,4216,0,0.725,0.0
50,diodsic11-41-60-bu1.xml,5170,3746,0,0.725,0.0
51,diodsic11-61-80-bu1.xml,5462,3931,0,0.72,0.0
52,dion-hal-1-1-15-bu2.xml,4610,3224,0,0.699,0.0
53,dion-hal-1-16-30-bu1.xml,4666,3293,0,0.706,0.0
54,dion-hal-1-31-45-bu1.xml,4740,3317,0,0.7,0.0
55,dion-hal-1-46-60-bu1.xml,5258,3617,0,0.688,0.0
56,dion-hal-1-61-75-bu1.xml,4962,3563,0,0.718,0.0
57,dion-hal-1-76-90-bu1.xml,6076,4294,0,0.707,0.0
58,hdt-1-1-19-bu3-2019.xml,2566,1918,0,0.747,0.0
59,hdt-1-100-119-bu3-2019.xml,3154,2351,0,0.745,0.0
60,hdt-1-120-149-bu2-2019.xml,4244,3033,0,0.715,0.0
61,hdt-1-150-169-bu3-2019.xml,2513,1903,0,0.757,0.0
62,hdt-1-170-189-bu2-2019.xml,3291,2552,0,0.775,0.0
63,hdt-1-190-216-bu2-2019.xml,4298,3291,0,0.766,0.0
64,hdt-1-20-39-bu2-2019.xml,3038,2270,0,0.747,0.0
65,hdt-1-40-59-bu2-2019.xml,2452,1896,0,0.773,0.0
66,hdt-1-60-79-bu2-2019.xml,3617,2819,0,0.779,0.0
67,hdt-1-80-99-bu5-2019.xml,3977,3148,0,0.792,0.0
68,josephus-bj-1-1-2-bu1.xml,3328,2431,0,0.73,0.0
69,josephus-bj-1-11-15-bu1.xml,4121,2816,0,0.683,0.0
70,josephus-bj-1-16-20-bu1.xml,4829,3353,0,0.694,0.0
71,josephus-bj-1-21-25-bu1.xml,5709,3879,0,0.679,0.0
72,josephus-bj-1-3-5-bu2.xml,2332,1671,0,0.717,0.0
73,josephus-bj-1-6-10-bu1.xml,4668,3378,0,0.724,0.0
74,lysias-1-bu1.xml,2834,1826,0,0.644,0.0
75,lysias-12-bu1.xml,5638,3653,0,0.648,0.0
76,lysias-13-bu1.xml,5641,3824,0,0.678,0.0
77,lysias-14-bu1.xml,2801,1807,0,0.645,0.0
78,lysias-15.xml,688,462,0,0.672,0.0
79,lysias-19-bu1.xml,3624,2370,0,0.654,0.0
80,lysias-23-bu1.xml,896,575,0,0.642,0.0
81,plato-apology.xml,10457,6760,0,0.646,0.0
82,plut-alcib-1-17-bu1.xml,4445,2960,0,0.666,0.0
83,plut-alcib-18-39-bu1.xml,6994,4744,0,0.678,0.0
84,plut-fortuna-romanorum-bu1.xml,5232,3512,0,0.671,0.0
85,plutarch-alex-fort-aut-virt-bu2.xml,9823,6315,0,0.643,0.0
86,plutarch-lycurgus-1-15-bu4.xml,5336,3592,0,0.673,0.0
87,plutarch-lycurgus-16-31-bu2.xml,5373,3508,0,0.653,0.0
88,polybius-10-1-10-bu1.xml,2911,2066,0,0.71,0.0
89,polybius-10-11-20-bu1.xml,3400,2408,0,0.708,0.0
90,polybius-10-21-35-bu2.xml,4248,2979,0,0.701,0.0
91,polybius-10-36-49-bu1.xml,4488,3173,0,0.707,0.0
92,polybius-2-1-10-bu1.xml,2837,1997,0,0.704,0.0
93,polybius-2-11-20-bu1.xml,3330,2436,0,0.732,0.0
94,polybius-2-21-30-bu2.xml,3089,2176,0,0.704,0.0
95,polybius-2-31-40-bu2.xml,3080,2208,0,0.717,0.0
96,polybius-2-41-50-bu1.xml,2721,1928,0,0.709,0.0
97,polybius-2-51-60-bu1.xml,2963,2071,0,0.699,0.0
98,polybius-2-61-71-bu2.xml,3132,2225,0,0.71,0.0
99,polybius-21-1-10-bu1.xml,1835,1306,0,0.712,0.0
100,polybius-21-11-20-bu1.xml,2715,1973,0,0.727,0.0
101,polybius-21-21-30-bu1.xml,3696,2557,0,0.692,0.0
102,polybius-21-31-47-bu1.xml,4006,2821,0,0.704,0.0
103,polybius-6-16-30-bu1.xml,3905,2781,0,0.712,0.0
104,polybius-6-2-15-bu1.xml,5101,3508,0,0.688,0.0
105,polybius-6-31-45-bu1.xml,4585,3322,0,0.725,0.0
106,polybius-6-46-58-bu1.xml,3715,2610,0,0.703,0.0
107,polybius-9-1-20-bu1.xml,5502,3921,0,0.713,0.0
108,polybius-9-21-33-bu1.xml,3587,2481,0,0.692,0.0
109,polybius-9-34-45-bu1.xml,2542,1736,0,0.683,0.0
110,polybius1-1-9-2017.xml,2592,1833,0,0.707,0.0
111,polybius1-10-19-2017.xml,3381,2403,0,0.711,0.0
112,polybius1-20-29-2017.xml,3765,2658,0,0.706,0.0
113,polybius1-30-39-2017.xml,3213,2243,0,0.698,0.0
114,polybius1-40-49-2017.xml,3450,2469,0,0.716,0.0
115,polybius1-50-59-2017.xml,3033,2101,0,0.693,0.0
116,polybius1-60-69-2017.xml,3130,2134,0,0.682,0.0
117,polybius1-70-79-2017.xml,3026,2142,0,0.708,0.0
118,polybius1-80-88-2017.xml,2715,1913,0,0.705,0.0
119,ps-xen-ath-pol-bu2.xml,3723,2551,0,0.685,0.0
120,thuc-1-1-20-bu5.xml,3416,2393,0,0.701,0.0
121,thuc-1-101-120-bu2.xml,3090,2246,0,0.727,0.0
122,thuc-1-121-146-bu3.xml,5392,3670,0,0.681,0.0
123,thuc-1-21-40-bu4.xml,3754,2500,0,0.666,0.0
124,thuc-1-41-60-bu3.xml,2751,1883,0,0.684,0.0
125,thuc-1-61-80-bu3.xml,3817,2567,0,0.673,0.0
126,thuc-1-81-100-bu2.xml,3170,2191,0,0.691,0.0
