,opera,total_words,correct_lemmas,correct_pos,lemma_accuracy,pos_accuracy
0,aeschines-1-1-50-bu1.xml,4342,2919,0,0.672,0.0
1,aeschines-1-101-150-bu1.xml,3971,2608,0,0.657,0.0
2,aeschines-1-151-196-bu1.xml,3704,2441,0,0.659,0.0
3,aeschines-1-51-100-bu1.xml,3860,2584,0,0.669,0.0
4,antiphon-1-bu2.xml,2040,1396,0,0.684,0.0
5,antiphon-2-bu2.xml,2912,1977,0,0.679,0.0
6,antiphon-5-bu2.xml,7426,5190,0,0.699,0.0
7,antiphon-6-bu2.xml,3995,2823,0,0.707,0.0
8,appian-bc-1-0-1-4-bu1.xml,7044,4956,0,0.704,0.0
9,appian-bc-1-11-14-bu1.xml,6149,4303,0,0.7,0.0
10,appian-bc-1-5-7-bu1.xml,5845,4074,0,0.697,0.0
11,appian-bc-1-8-10-bu1.xml,6611,4638,0,0.702,0.0
12,aristotle-politics-book-1-bu1.xml,7668,5684,0,0.741,0.0
13,aristotle-politics-book-2-bu2.xml,12168,8886,0,0.73,0.0
14,athen12-1-9-2019.xml,2192,1465,0,0.668,0.0
15,athen12-10-19-2019.xml,2823,2020,0,0.716,0.0
16,athen12-20-29-2019.xml,2015,1407,0,0.698,0.0
17,athen12-30-39-jan-15.xml,1914,1354,0,0.707,0.0
18,athen12-40-49-jan-15.xml,2339,1616,0,0.691,0.0
19,athen12-50-59-jan-15.xml,2973,2121,0,0.713,0.0
20,athen12-60-69-jan-15.xml,2774,1983,0,0.715,0.0
21,athen12-70-81-jan-15.xml,3093,2122,0,0.686,0.0
22,athen13-1-9-jan-15.xml,2155,1375,0,0.638,0.0
23,athen13-10-19-jan-15.xml,2410,1588,0,0.659,0.0
24,athen13-20-29-jan-15.xml,2624,1591,0,0.606,0.0
25,athen13-30-39-jan-15.xml,2512,1760,0,0.701,0.0
26,athen13-40-49-jan-15.xml,3319,1942,0,0.585,0.0
27,athen13-50-59-jan-15.xml,2458,1642,0,0.668,0.0
28,athen13-60-69-jan-15.xml,2397,1645,0,0.686,0.0
29,athen13-70-79-jan-15.xml,2574,1633,0,0.634,0.0
30,athen13-80-89-jan-15.xml,3058,2068,0,0.676,0.0
31,athen13-90-95-jan-15.xml,1458,1016,0,0.697,0.0
32,dem-59-neaira-2019.xml,10485,7408,0,0.707,0.0
33,demosthenes-1-bu1.xml,2193,1418,0,0.647,0.0
34,demosthenes-18-1-50-bu2.xml,4150,2722,0,0.656,0.0
35,demosthenes-18-101-150-bu2.xml,4278,2811,0,0.657,0.0
36,demosthenes-18-151-200-bu2.xml,4254,2865,0,0.673,0.0
37,demosthenes-18-201-275-bu1.xml,5642,3606,0,0.639,0.0
38,demosthenes-18-276-324-bu1.xml,3857,2491,0,0.646,0.0
39,demosthenes-18-51-100-bu1.xml,4036,2626,0,0.651,0.0
40,demosthenes-4-phil1-bu1.xml,3914,2400,0,0.613,0.0
41,demosthenes-46-tree.xml,2160,1491,0,0.69,0.0
42,demosthenes-47-tree.xml,6227,4492,0,0.721,0.0
43,demosthenes-49-tree.xml,5000,3619,0,0.724,0.0
44,demosthenes-50-tree.xml,5303,3786,0,0.714,0.0
45,demosthenes-52-tree.xml,2484,1748,0,0.704,0.0
46,demosthenes-53-tree.xml,2336,1674,0,0.717,0.0
47,diodsic-11-1-20-bu4.xml,6234,4602,0,0.738,0.0
48,diodsic-11-81-92-bu1.xml,2990,2188,0,0.732,0.0
49,diodsic11-21-40-bu2.xml,5808,4284,0,0.738,0.0
50,diodsic11-41-60-bu1.xml,5161,3783,0,0.733,0.0
51,diodsic11-61-80-bu1.xml,5453,4016,0,0.736,0.0
52,dion-hal-1-1-15-bu2.xml,4576,3275,0,0.716,0.0
53,dion-hal-1-16-30-bu1.xml,4625,3399,0,0.735,0.0
54,dion-hal-1-31-45-bu1.xml,4697,3430,0,0.73,0.0
55,dion-hal-1-46-60-bu1.xml,5233,3731,0,0.713,0.0
56,dion-hal-1-61-75-bu1.xml,4946,3641,0,0.736,0.0
57,dion-hal-1-76-90-bu1.xml,6043,4422,0,0.732,0.0
58,hdt-1-1-19-bu3-2019.xml,2557,2006,0,0.785,0.0
59,hdt-1-100-119-bu3-2019.xml,3144,2454,0,0.781,0.0
60,hdt-1-120-149-bu2-2019.xml,4226,3190,0,0.755,0.0
61,hdt-1-150-169-bu3-2019.xml,2501,2011,0,0.804,0.0
62,hdt-1-170-189-bu2-2019.xml,3274,2674,0,0.817,0.0
63,hdt-1-190-216-bu2-2019.xml,4277,3432,0,0.802,0.0
64,hdt-1-20-39-bu2-2019.xml,3026,2387,0,0.789,0.0
65,hdt-1-40-59-bu2-2019.xml,2443,1985,0,0.813,0.0
66,hdt-1-60-79-bu2-2019.xml,3603,2982,0,0.828,0.0
67,hdt-1-80-99-bu5-2019.xml,3963,3286,0,0.829,0.0
68,josephus-bj-1-1-2-bu1.xml,3318,2480,0,0.747,0.0
69,josephus-bj-1-11-15-bu1.xml,4118,2868,0,0.696,0.0
70,josephus-bj-1-16-20-bu1.xml,4811,3437,0,0.714,0.0
71,josephus-bj-1-21-25-bu1.xml,5665,3981,0,0.703,0.0
72,josephus-bj-1-3-5-bu2.xml,2322,1715,0,0.739,0.0
73,josephus-bj-1-6-10-bu1.xml,4657,3427,0,0.736,0.0
74,lysias-1-bu1.xml,2811,1943,0,0.691,0.0
75,lysias-12-bu1.xml,5613,3822,0,0.681,0.0
76,lysias-13-bu1.xml,5613,3956,0,0.705,0.0
77,lysias-14-bu1.xml,2792,1925,0,0.689,0.0
78,lysias-15.xml,686,475,0,0.692,0.0
79,lysias-19-bu1.xml,3595,2495,0,0.694,0.0
80,lysias-23-bu1.xml,892,609,0,0.683,0.0
81,plato-apology.xml,10392,7135,0,0.687,0.0
82,plut-alcib-1-17-bu1.xml,4405,3037,0,0.689,0.0
83,plut-alcib-18-39-bu1.xml,6971,4847,0,0.695,0.0
84,plut-fortuna-romanorum-bu1.xml,5198,3626,0,0.698,0.0
85,plutarch-alex-fort-aut-virt-bu2.xml,9726,6498,0,0.668,0.0
86,plutarch-lycurgus-1-15-bu4.xml,5295,3741,0,0.707,0.0
87,plutarch-lycurgus-16-31-bu2.xml,5335,3713,0,0.696,0.0
88,polybius-10-1-10-bu1.xml,2904,2111,0,0.727,0.0
89,polybius-10-11-20-bu1.xml,3394,2474,0,0.729,0.0
90,polybius-10-21-35-bu2.xml,4231,3070,0,0.726,0.0
91,polybius-10-36-49-bu1.xml,4464,3259,0,0.73,0.0
92,polybius-2-1-10-bu1.xml,2835,2034,0,0.717,0.0
93,polybius-2-11-20-bu1.xml,3327,2463,0,0.74,0.0
94,polybius-2-21-30-bu2.xml,3085,2222,0,0.72,0.0
95,polybius-2-31-40-bu2.xml,3068,2258,0,0.736,0.0
96,polybius-2-41-50-bu1.xml,2712,1986,0,0.732,0.0
97,polybius-2-51-60-bu1.xml,2957,2126,0,0.719,0.0
98,polybius-2-61-71-bu2.xml,3122,2288,0,0.733,0.0
99,polybius-21-1-10-bu1.xml,1824,1348,0,0.739,0.0
100,polybius-21-11-20-bu1.xml,2693,1996,0,0.741,0.0
101,polybius-21-21-30-bu1.xml,3678,2626,0,0.714,0.0
102,polybius-21-31-47-bu1.xml,3983,2871,0,0.721,0.0
103,polybius-6-16-30-bu1.xml,3883,2813,0,0.724,0.0
104,polybius-6-2-15-bu1.xml,5066,3648,0,0.72,0.0
105,polybius-6-31-45-bu1.xml,4559,3374,0,0.74,0.0
106,polybius-6-46-58-bu1.xml,3688,2677,0,0.726,0.0
107,polybius-9-1-20-bu1.xml,5478,4005,0,0.731,0.0
108,polybius-9-21-33-bu1.xml,3577,2551,0,0.713,0.0
109,polybius-9-34-45-bu1.xml,2519,1790,0,0.711,0.0
110,polybius1-1-9-2017.xml,2580,1897,0,0.735,0.0
111,polybius1-10-19-2017.xml,3369,2490,0,0.739,0.0
112,polybius1-20-29-2017.xml,3750,2720,0,0.725,0.0
113,polybius1-30-39-2017.xml,3201,2305,0,0.72,0.0
114,polybius1-40-49-2017.xml,3441,2526,0,0.734,0.0
115,polybius1-50-59-2017.xml,3027,2171,0,0.717,0.0
116,polybius1-60-69-2017.xml,3114,2218,0,0.712,0.0
117,polybius1-70-79-2017.xml,3020,2199,0,0.728,0.0
118,polybius1-80-88-2017.xml,2705,1974,0,0.73,0.0
119,ps-xen-ath-pol-bu2.xml,3717,2672,0,0.719,0.0
120,thuc-1-1-20-bu5.xml,3397,2488,0,0.732,0.0
121,thuc-1-101-120-bu2.xml,3086,2264,0,0.734,0.0
122,thuc-1-121-146-bu3.xml,5374,3765,0,0.701,0.0
123,thuc-1-21-40-bu4.xml,3731,2581,0,0.692,0.0
124,thuc-1-41-60-bu3.xml,2743,1972,0,0.719,0.0
125,thuc-1-61-80-bu3.xml,3795,2658,0,0.7,0.0
126,thuc-1-81-100-bu2.xml,3162,2236,0,0.707,0.0
127,thuc-3-1-20-bu1.xml,2987,2086,0,0.698,0.0
128,thuc-3-21-40-bu1.xml,3914,2777,0,0.71,0.0
129,xen-cyr-1-1-2-bu1.xml,2516,1774,0,0.705,0.0
130,xen-cyr-1-3-4-bu1.xml,5490,3832,0,0.698,0.0
131,xen-cyr-1-5-bu1.xml,1216,845,0,0.695,0.0
132,xen-cyr-1-6-bu1.xml,4925,3338,0,0.678,0.0
133,xen-cyr-7-1-3-tree.xml,5395,3875,0,0.718,0.0
134,xen-cyr-7-4-5-tree.xml,5389,3901,0,0.724,0.0
135,xen-cyr-8-1-8-4-bu1.xml,9795,6722,0,0.686,0.0
136,xen-cyr-8-5-7-bu1.xml,4889,3492,0,0.714,0.0
137,xen-cyr-8-8-bu1.xml,1556,1145,0,0.736,0.0
138,xen-hell-1-1-4-bu2.xml,4123,2943,0,0.714,0.0
139,xen-hell-1-5-7-bu1.xml,4389,3049,0,0.695,0.0
140,xen-hell-2-bu1.xml,9030,6344,0,0.703,0.0
141,xen-hell-3-bu1.xml,9809,6982,0,0.712,0.0
