@id,@form,@lemma,@postag
1,καὶ,καί,d--------
2,μὴν,μήν,d--------
3,τὰ,ὁ,l-p---nn-
4,πεττόμενα,πέσσω,v-pppenn-
5,ἐπὶ,ἐπί,r--------
6,τράπεζαν,τράπεζα,n-s---fa-
7,ὅσα,ὅσος,a-p---na-
8,τε,τε,d--------
9,πρόσθεν,πρόσθεν,d--------
10,ηὕρητο,εὑρίσκω,v3slie---
11,",",punc1,u--------
12,οὐδὲν,οὐδείς,p-s---nn-
13,αὐτῶν,αὐτός,p-p---ng-
14,ἀφῄρηται,ἀφαιρέω,v3srie---
15,",",punc1,u--------
16,ἄλλα,ἄλλος,p-p---nn-
17,τε,τε,c--------
18,ἀεὶ,ἀεί,d--------
19,καινὰ,καινός,a-p---nn-
20,ἐπιμηχανῶνται,ἐπιμηχανάομαι,v3ppie---
21,·,punc1,u--------
