@id,@form,@lemma,@postag
1,ἦν,εἰμί,v3siia---
2,δʼ,δέ,d--------
3,αὐτοῖς,αὐτός,p-p---md-
4,νόμιμον,νόμιμος,a-s---nn-
5,μη,μη,d--------
6,-δὲ,δέ,d--------
7,προχοΐδας,προχοίς,n-p---fa-
8,εἰσφέρεσθαι,εἰσφέρω,v--pne---
9,εἰς,εἰς,r--------
10,τὰ,ὁ,l-p---na-
11,συμπόσια,συμπόσιον,n-p---na-
12,",",punc1,u--------
13,δῆλον,δῆλος,a-s---na-
14,ὅτι,ὅτι2,c--------
15,νομίζοντες,νομίζω,v-pppamn-
16,τὸ,ὁ,l-s---na-
17,μὴ,μή,d--------
18,ὑπερπίνειν,ὑπερπίνω,v--pna---
19,ἧττον,ἥσσων,a-s---nac
20,ἂν,ἄν1,d--------
21,καὶ,καί,d--------
22,σώματα,σῶμα,n-p---na-
23,καὶ,καί,c--------
24,γνώμας,γνώμη,n-p---fa-
25,σφάλλειν,σφάλλω,v--pna---
26,·,punc1,u--------
27,ὄν,εἰμί,v-sppana-
28,[0],[0],v_____---
