@id,@form,@lemma,@postag
1,οἶδα,οἶδα,v1sria---
2,γὰρ,γάρ,d--------
3,ὅτι,ὅτι2,c--------
4,πρότερον,πρότερος,a-s---na-
5,μὲν,μέν,d--------
6,βασιλεὺς,βασιλεύς,n-s---mn-
7,καὶ,καί,c--------
8,οἱ,ὁ,l-p---mn-
9,ὑπʼ,ὑπό,r--------
10,αὐτῷ,αὐτός,p-s---md-
11,καὶ,καί,d--------
12,τοῖς,ὁ,l-p---md-
13,τὰ,ὁ,l-p---na-
14,ἔσχατα,ἔσχατος,a-p---na-
15,πεποιηκόσιν,ποιέω,v-prpamd-
16,εἴ,εἰ,c--------
17,-τε,τε,d--------
18,ὅρκους,ὅρκος,n-p---ma-
19,ὀμόσαιεν,ὄμνυμι,v3paoa---
20,",",punc1,u--------
21,ἠμπέδουν,ἐμπεδόω,v3piia---
22,",",punc1,u--------
23,εἴ,εἰ,c--------
24,-τε,τε,c--------
25,δεξιὰς,δεξιά,n-p---fa-
26,δοῖεν,δίδωμι,v3paoa---
27,",",punc1,u--------
28,ἐβεβαίουν,βεβαιόω,v3piia---
29,.,punc1,u--------
