@id,@form,@lemma,@postag,@relation
1,ἡμεῖς,ἐγώ,p1p---mn-,SBJ
2,δὲ,δέ,d--------,AuxY
3,ἀρκούντως,ἀρκεόντως,d--------,ADV
4,περὶ,περί,r--------,AuxP
5,τῆς,ὁ,l-s---fg-,ATR
6,τούτων,οὗτος,a-p---mg_,ATR
7,τῶν,ὁ,l-p---mg-,ATR
8,ἀνδρῶν,ἀνήρ,n-p---mg-,ATR
9,ἀρετῆς,ἀρετή,n-s---fg-,ADV
10,εἰρηκότες,ἐρῶ,v-prpamn-,ADV
11,ἐπάνιμεν,ἐπάνειμι,v1ppia---,PRED
12,ἐπὶ,ἐπί,r--------,AuxP
13,τὰ,ὁ,l-p---na-,ATR
14,συνεχῆ,συνεχής,a-p---na-,OBJ
15,τοῖς,ὁ,l-p---nd-,ATR
16,εἰρημένοις,ἐρῶ,v-prpend-,OBJ
17,.,punc1,u--------,AuxK
