,@id,@form,@lemma,@postag,@relation
0,1,τῶν,ὁ,l-p---fg-,ATR
1,2,δʼ,δέ,d--------,AuxY
2,3,Ἄλπεων,Ἄλπεις,n-p---fg-,ATR
3,4,ἑκατέρας,ἑκάτερος,a-s---fg-,ATR
4,5,τῆς,ὁ,l-s---fg-,ATR
5,6,πλευρᾶς,πλευρά,n-s---fg-,ATR_AP
6,7,",",punc1,u--------,APOS
7,8,τῆς,ὁ,l-s---fg-,ATR
8,9,ἐπὶ,ἐπί,r--------,AuxP
9,10,τὸν,ὁ,l-s---ma-,ATR
10,11,Ῥοδανὸν,Ῥοδανός,n-s---ma-,ATR
11,12,ποταμὸν,ποταμός,n-s---ma-,ADV
12,13,καὶ,καί,c--------,COORD
13,14,τῆς,ὁ,l-s---fg-,ATR
14,15,ἐπὶ,ἐπί,r--------,AuxP
15,16,τὰ,ὁ,l-p---na-,ATR
16,17,προειρημένα,προερέω,v-prpena-,ATR
17,18,πεδία,πεδίον,n-p---na-,ADV
18,19,νευούσης,νεύω,v-sppafg-,ATR_AP_CO
19,20,",",punc1,u--------,AuxX
20,21,τοὺς,ὁ,l-p---ma-,ATR
21,22,βουνώδεις,βουνώδης,a-p---ma-,ATR_CO
22,23,καὶ,καί,c--------,COORD
23,24,γεώδεις,γεώδης,a-p---ma-,ATR_CO
24,25,τόπους,τόπος,n-p---ma-,OBJ
25,26,κατοικοῦσι,κατοικέω,v3ppia---,PRED_CO
26,27,τοὺς,ὁ,l-p---ma-,ATR
27,28,μὲν,μέν,d--------,AuxY
28,29,ἐπὶ,ἐπί,r--------,AuxP
29,30,τὸν,ὁ,l-s---ma-,ATR
30,31,Ῥοδανὸν,Ῥοδανός,n-s---ma-,ADV_CO
31,32,καὶ,καί,c--------,COORD
32,33,τὰς,ὁ,l-p---fa-,ATR
33,34,ἄρκτους,ἄρκτος,n-p---fa-,ADV_CO
34,35,ἐστραμμένους,στρέφω,v-prpema-,ATR
35,36,Γαλάται,Γαλάται,n-p---mn-,SBJ
36,37,Τρανσαλπῖνοι,Τρανσαλπῖνος,a-p---mn-,PNOM
37,38,προσαγορευόμενοι,προσαγορεύω,v-pppemn-,ATR
38,39,",",punc1,u--------,AuxX
39,40,τοὺς,ὁ,l-p---ma-,OBJ
40,41,δʼ,δέ,c--------,COORD
41,42,ἐπὶ,ἐπί,r--------,AuxP
42,43,τὰ,ὁ,l-p---na-,ATR
43,44,πεδία,πεδίον,n-p---na-,ATR
44,45,Ταυρίσκοι,Ταυρίσκος,n-p---mn-,SBJ_CO
45,46,καὶ,καί,d--------,AuxY
46,47,Ἄγωνες,Ἄγωνες,n-p---mn-,SBJ_CO
47,48,καὶ,καί,c--------,COORD
48,49,πλείω,πλείων,a-p---nnc,ATR
49,50,γένη,γένος,n-p---nn-,SBJ_CO
50,51,βαρβάρων,βάρβαρος,n-p---mg-,ATR
51,52,ἕτερα,ἕτερος,a-p---nn-,ATR
52,53,.,punc1,u--------,AuxK
53,54,νευούσης,νεύω,v-sppafg-,ATR_AP_CO
54,55,κατοικοῦσι,κατοικέω,v3ppia---,PRED_CO
