@ref,@id,@form,@lemma,@postag
Leuven|0557-001|201|1,1,πῶς,πῶς,d--------
Leuven|0557-001|201|2,2,οὖν,οὖν,d--------
Leuven|0557-001|201|3,3,τήν,ὁ,l-s---fa-
Leuven|0557-001|201|4,4,μέν,μέν,d--------
Leuven|0557-001|201|5,5,ἀρετήν,ἀρετή,n-s---fa-
Leuven|0557-001|201|6,6,τοιοῦτον,τοιοῦτος,p-s---na-
Leuven|0557-001|201|7,7,τι,τις,p-s---na-
Leuven|0557-001|201|8,8,ὁμολογοῦμεν,ὁμολογέω,v1ppia---
Leuven|0557-001|201|9,9,",",",",u--------
Leuven|0557-001|201|10,10,τήν,ὁ,l-s---fa-
Leuven|0557-001|201|11,11,προκοπήν,προκοπή,n-s---fa-
Leuven|0557-001|201|12,12,δʼ,δέ,d--------
Leuven|0557-001|201|13,13,ἐν,ἐν,r--------
Leuven|0557-001|201|14,14,ἄλλοις,ἄλλος,p-p---nd-
Leuven|0557-001|201|15,15,ζητοῦμεν,ζητέω,v1ppia---
Leuven|0557-001|201|16,16,καί,καί,c--------
Leuven|0557-001|201|17,17,ἐπιδείκνυμεν,ἐπιδείκνυμι,v1ppia---
Leuven|0557-001|201|18,18,;,;,u--------
