@ref,@id,@form,@lemma,@postag
Leuven|0059-003|223|1,1,ἔτι,ἔτι,d--------
Leuven|0059-003|223|2,2,τοίνυν,τοίνυν,d--------
Leuven|0059-003|223|3,3,ἐν,ἐν,r--------
Leuven|0059-003|223|4,4,αὐτῇ,αὐτός,p-s---fd-
Leuven|0059-003|223|5,5,τῇ,ὁ,l-s---fd-
Leuven|0059-003|223|6,6,δίκῃ,δίκη,n-s---fd-
Leuven|0059-003|223|7,7,ἐξῆν,ἔξεστι,v3siia---
Leuven|0059-003|223|8,8,σοι,σύ,p2s---cd-
Leuven|0059-003|223|9,9,φυγῆς,φυγή,n-s---fg-
Leuven|0059-003|223|10,10,τιμήσασθαι,τιμάω,v--anm---
Leuven|0059-003|223|11,11,εἰ,εἰ,c--------
Leuven|0059-003|223|12,12,ἐβούλου,βούλομαι,v2siie---
Leuven|0059-003|223|13,13,",",",",u--------
Leuven|0059-003|223|14,14,καὶ,καί,b--------
Leuven|0059-003|223|15,15,ὅπερ,ὅς,p-s---na-
Leuven|0059-003|223|16,16,νῦν,νῦν,d--------
Leuven|0059-003|223|17,17,ἀκούσης,ἄκων,a-s---fg-
Leuven|0059-003|223|18,18,τῆς,ὁ,l-s---fg-
Leuven|0059-003|223|19,19,πόλεως,πόλις,n-s---fg-
Leuven|0059-003|223|20,20,ἐπιχειρεῖς,ἐπιχειρέω,v2spia---
Leuven|0059-003|223|21,21,",",",",u--------
Leuven|0059-003|223|22,22,τότε,τότε,d--------
Leuven|0059-003|223|23,23,ἑκούσης,ἑκών,a-s---fg-
Leuven|0059-003|223|24,24,ποιῆσαι,ποιέω,v--ana---
Leuven|0059-003|223|25,25,.,.,u--------
|0059-003|222|26,26,[0],,
|0059-003|222|27,27,[1],,
