,@id,@form,@lemma,@postag,@relation
0,1,Δανάην,Δανάη,n-s---fa-,OBJ
1,2,δὲ,δέ,d--------,AuxY
2,3,τὴν,ὁ,l-s---fa-,ATR
3,4,Λεοντίου,Λεόντιον,n-s---fg-,ATR
4,5,τῆς,ὁ,l-s---fg-,ATR
5,6,Ἐπικουρείου,Ἐπικούρειος,a-s---mg-,ATR
6,7,θυγατέρα,θυγάτηρ,n-s---fa-,ATR
7,8,ἑταιριζομένην,ἑταιρίζω,v-sppefa-,ATR
8,9,καὶ,καί,d--------,AuxZ
9,10,αὐτὴν,αὐτός,a-s---fa-,ATV
10,11,Σώφρων,Σώφρων,n-s---mn-,SBJ
11,12,εἶχεν,ἔχω,v3siia---,PRED
12,13,ὁ,ὁ,l-s---mn-,ATR
13,14,ἐπὶ,ἐπί,r--------,AuxP
14,15,τῆς,ὁ,l-s---fg-,ATR
15,16,Ἐφέσου,Ἔφεσος,n-s---fg-,ATR
16,17,:,punc1,u--------,AuxK
