@ref,@id,@form,@lemma,@postag,@relation
Leuven|0559-002|132|1,1,καὶ,καί,b--------,AuxY
Leuven|0559-002|132|2,2,ἀνασπασθέντος,ἀνασπάω,v-sappmg-,ADV
Leuven|0559-002|132|3,3,τοῦ,ὁ,l-s---mg-,ATR
Leuven|0559-002|132|4,4,ΞΟ,ΞΟ,n-_---__-,APOS
Leuven|0559-002|132|5,5,ἄξονος,ἄξων,n-s---mg-,SBJ
Leuven|0559-002|132|6,6,",",",",u--------,AuxX
Leuven|0559-002|132|7,7,ὥστε,ὥστε,c--------,AuxC
Leuven|0559-002|132|8,8,πάλιν,πάλιν,d--------,ADV
Leuven|0559-002|132|9,9,τοὺς,ὁ,l-p---ma-,SBJ
Leuven|0559-002|132|10,10,ΗΘ,ΗΘ,n-_---__-,APOS_CO
Leuven|0559-002|132|11,11,",",",",u--------,COORD
Leuven|0559-002|132|12,12,ΚΛ,ΚΛ,n-_---__-,APOS_CO
Leuven|0559-002|132|13,13,",",",",u--------,AuxX
Leuven|0559-002|132|14,14,ΜΝ,ΜΝ,n-_---__-,APOS_CO
Leuven|0559-002|132|15,15,ἐπικαθῖσαι,ἐπικαθίω,v--ana---,ADV
Leuven|0559-002|132|16,16,τῷ,ὁ,l-s---nd-,ATR
Leuven|0559-002|132|17,17,ἐδάφει,ἔδαφος,n-s---nd-,OBJ
Leuven|0559-002|132|18,18,",",",",u--------,AuxX
Leuven|0559-002|132|19,19,καὶ,καί,b--------,AuxY
Leuven|0559-002|132|20,20,δι᾿,διά,r--------,AuxP
Leuven|0559-002|132|21,21,αὐτῶν,αὐτός,p-p---ng-,ADV
Leuven|0559-002|132|22,22,τὴν,ὁ,l-s---fa-,ATR
Leuven|0559-002|132|23,23,ἑτέραν,ἕτερος,a-s---fa-,ATR
Leuven|0559-002|132|24,24,τοῦ,ὁ,l-s---ng-,ATR
Leuven|0559-002|132|25,25,παραλληλογράμμου,παραλληλόγραμμος,a-s---ng-,ATR
Leuven|0559-002|132|26,26,πλευρὰν,πλευρά,n-s---fa-,OBJ
Leuven|0559-002|132|27,27,πορευθήσεται,πορεύω,v3sfip---,PRED
Leuven|0559-002|132|28,28,τὸ,ὁ,l-s---nn-,ATR
Leuven|0559-002|132|29,29,πλινθίον,πλινθίον,n-s---nn-,SBJ
Leuven|0559-002|132|30,30,.,.,u--------,AuxK
