@id,@form,@lemma,@postag
1,Στάγης,Στάγης,n-s---mn-
2,δὲ,δέ,d--------
3,ὁ,ὁ,l-s---mn-
4,Πέρσης,Πέρσης,n-s---mn-
5,περὶ,περί,r--------
6,ταῦτα,οὗτος,a-p---na_
7,τὰ,ὁ,l-p---na-
8,χωρία,χωρίον,n-p---na-
9,ὤν,εἰμί,v-sppamn-
10,",",punc1,u--------
11,ἐπεὶ,ἐπεί,c--------
12,οἱ,ὁ,l-p---mn-
13,Ἀθηναῖοι,Ἀθηναῖος,n-p---mn-
14,ἐκ,ἐκ,r--------
15,τοῦ,ὁ,l-s---ng-
16,στρατοπέδου,στρατόπεδον,n-s---ng-
17,διεσκεδασμένοι,διασκεδάννυμι,v-prpemn-
18,ἦσαν,εἰμί,v3piia---
19,κατὰ,κατά,r--------
20,τὰς,ὁ,l-p---fa-
21,ἰδίας,ἴδιος,a-p---fa-
22,λείας,λεία,n-p---fa-
23,",",punc1,u--------
24,βοηθησάντων,βοηθέω,v-papamg-
25,τῶν,ὁ,l-p---ng-
26,ἱππέων,ἱππεύς,n-p---mg-
27,ἕνα,εἷς,a-s---ma_
28,μὲν,μέν,d--------
29,ζωὸν,ζωός,a-s---ma-
30,ἔλαβεν,λαμβάνω,v3saia---
31,",",punc1,u--------
32,ἑπτὰ,ἑπτὰ,a-_---___
33,δὲ,δέ,c--------
34,ἀπέκτεινε,ἀποκτείνω,v3saia---
35,.,punc1,u--------
