@id,@form,@lemma,@postag
1,οἱ,ὁ,l-p---mn-
2,δὲ,δέ,d--------
3,βάρβαροι,βάρβαρος,n-p---mn-
4,διά,διά,r--------
5,τε,τε,d--------
6,τὸ,ὁ,l-s---na-
7,παράδοξον,παράδοξος,a-s---na-
8,καὶ,καί,c--------
9,τὴν,ὁ,l-s---fa-
10,ἄγνοιαν,ἄγνοια,n-s---fa-
11,μετὰ,μετά,r--------
12,πολλοῦ,πολύς,a-s---mg-
13,θορύβου,θόρυβος,n-s---mg-
14,συνέτρεχον,συντρέχω,v3piia---
15,ἐκ,ἐκ,r--------
16,τῶν,ὁ,l-p---fg-
17,σκηνῶν,σκηνή,n-p---fg-
18,ἀτάκτως,ἄτακτος,d--------
19,",",punc1,u--------
20,καὶ,καί,c--------
21,νομίσαντες,νομίζω,v-papamn-
22,τοὺς,ὁ,l-p---ma-
23,μετὰ,μετά,r--------
24,τοῦ,ὁ,l-s---mg-
25,Τραχινίου,Τραχίνιος,a-s---mg-
26,πορευομένους,πορεύω,v-pppema-
27,ἀπολωλέναι,ἀπόλλυμι,v--rna---
28,καὶ,καί,c--------
29,τὴν,ὁ,l-s---fa-
30,δύναμιν,δύναμις,n-s---fa-
31,ἅπασαν,ἅπας,a-s---fa-
32,τῶν,ὁ,l-p---mg-
33,Ἑλλήνων,Ἕλλην,n-p---mg-
34,παρεῖναι,πάρειμι1,v--pna---
35,",",punc1,u--------
36,κατεπλάγησαν,καταπλήσσω,v3paip---
37,.,punc1,u--------
