@id,@form,@lemma,@postag
1,εἰ,εἰ,c--------
2,μὲν,μέν,d--------
3,οὖν,οὖν,d--------
4,ὁ,ὁ,l-s---mn-
5,βασιλεὺς,βασιλεύς,n-s---mn-
6,ἔμεινεν,μένω,v3saia---
7,ἐπὶ,ἐπί,r--------
8,τῆς,ὁ,l-s---fg-
9,βασιλικῆς,βασιλικός,a-s---fg-
10,σκηνῆς,σκηνή,n-s---fg-
11,",",punc1,u--------
12,ῥᾳδίως,ῥᾴδιος,d--------
13,ἂν,ἄν1,d--------
14,καὶ,καί,d--------
15,αὐτὸς,αὐτός,p-s---mn-
16,ὑπὸ,ὑπό,r--------
17,τῶν,ὁ,l-p---mg-
18,Ἑλλήνων,Ἕλλην,n-p---mg-
19,ἀνῄρητο,ἀναιρέω,v3slie---
20,καὶ,καί,c--------
21,ὁ,ὁ,l-s---mn-
22,πόλεμος,πόλεμος,n-s---mn-
23,ἅπας,ἅπας,a-s---mn-
24,ταχείας,ταχύς,a-s---fg-
25,ἂν,ἄν1,d--------
26,ἐτετεύχει,τυγχάνω,v3slia---
27,καταλύσεως,κατάλυσις,n-s---fg-
28,·,punc1,u--------
