@id,@form,@lemma,@postag
1,ἔσεσθαι,εἰμί,v--fnm---
2,γὰρ,γάρ,d--------
3,πελάγιον,πελάγιος,a-s---ma-
4,τὸν,ὁ,l-s---ma-
5,ἀγῶνα,ἀγών,n-s---ma-
6,",",punc1,u--------
7,καὶ,καί,c--------
8,τοὺς,ὁ,l-p---ma-
9,Πέρσας,Πέρσης,n-p---ma-
10,διὰ,διά,r--------
11,τὴν,ὁ,l-s---fa-
12,εὐρυχωρίαν,εὐρυχωρία,n-s---fa-
13,ῥᾳδίως,ῥᾴδιος,d--------
14,καταπονήσεσθαι,καταπονέω,v--fnm---
15,τὰς,ὁ,l-p---fa-
16,ὀλίγας,ὀλίγος,a-p---fa-
17,ναῦς,ναῦς,n-p---fa-
18,ταῖς,ὁ,l-p---fd-
19,πολλαπλασίαις,πολλαπλάσιος,a-p---fd-
20,.,punc1,u--------
21,[0],,
