,@id,@form,@lemma,@postag,@relation
0,1,νῦν,νῦν,d--------,ADV
1,2,δ’,δέ,d--------,AuxY
2,3,ἐπειδὴ,ἐπειδή,c--------,AuxC
3,4,καὶ,καί,d--------,AuxZ
4,5,ὁ,ὁ,l-s---mn-,ATR
5,6,φιλοπονώτατος,φιλόπονος,a-s---mns,ATR
6,7,πόλεμος,πόλεμος,n-s---mn-,SBJ
7,8,ἀναπέπαυται,ἀναπαύω,v3srie---,ADV
8,9,",",",",u--------,AuxX
9,10,δοκεῖ,δοκέω,v3spia---,PRED
10,11,μοι,ἐγώ,p1s----d-,OBJ
11,12,καὶ,καί,d--------,AuxZ
12,13,ἡ,ὁ,l-s---fn-,ATR
13,14,ἐμὴ,ἐμός,a-s---fn-,ATR
14,15,ψυχὴ,ψυχή,n-s---fn-,SBJ
15,16,ἀναπαύσεώς,ἀνάπαυσις,n-s---fg-,OBJ
16,17,τινος,τις,a-s---cg-,ATR
17,18,ἀξιοῦν,ἀξιόω,v--pna---,OBJ
18,19,τυγχάνειν,τυγχάνω,v--pna---,OBJ
19,20,.,.,u--------,AuxK
