@id,@form,@lemma,@postag
1,ἔλαβον,λαμβάνω,v3paia---
2,δὲ,δέ,d--------
3,καὶ,καί,d--------
4,τὰς,ὁ,l-p---fa-
5,Ἀχέρρας,Ἀχέρραι,n-p---fa-
6,οἱ,ὁ,l-p---mn-
7,Ῥωμαῖοι,Ῥωμαῖος,n-p---mn-
8,σίτου,σῖτος,n-s---mg-
9,γεμούσας,γέμω,v-pppafa-
10,",",punc1,u--------
11,ἐκχωρησάντων,ἐκχωρέω,v-papamg-
12,εἰς,εἰς,r--------
13,τὸ,ὁ,l-s---na-
14,Μεδιόλανον,Μεδιόλανον,n-s---na-
15,τῶν,ὁ,l-p---mg-
16,Γαλατῶν,Γαλάτης,n-p---mg-
17,",",punc1,u--------
18,ὅσπερ,ὅς,p-s---mn-
19,ἐστὶ,εἰμί,v3spia---
20,κυριώτατος,κύριος,a-s---mns
21,τόπος,τόπος,n-s---mn-
22,τῆς,ὁ,l-s---fg-
23,τῶν,ὁ,l-p---mg-
24,Ἰνσόμβρων,Ἴνσομβρες,n-p---mg-
25,χώρας,χώρα,n-s---fg-
26,.,punc1,u--------
