,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0554-001|271|1,1,φονεύσωμεν,φονεύω,v1pasa---,PRED_CO
1,Leuven|0554-001|271|2,2,οὖν,οὖν,d--------,AuxY
2,Leuven|0554-001|271|3,3,αὐτὴν,αὐτός,p-s---fa-,OBJ
3,Leuven|0554-001|271|4,4,ἐνθάδε,ἐνθάδε,d--------,ADV
5,Leuven|0554-001|271|6,6,καὶ,καί,c--------,COORD
6,Leuven|0554-001|271|7,7,μὴ,μή,d--------,AuxZ
7,Leuven|0554-001|271|8,8,περιαγάγωμεν,περιάγω,v1pasa---,PRED_CO
8,Leuven|0554-001|271|9,9,καθ’,κατά,r--------,AuxP
9,Leuven|0554-001|271|10,10,αὑτῶν,ἑαυτοῦ,p-p---mg-,ADV
10,Leuven|0554-001|271|11,11,τὸν,ὁ,l-s---ma-,ATR
11,Leuven|0554-001|271|12,12,κατήγορον,κατήγορος,n-s---ma-,OBJ
12,Leuven|0554-001|271|13,13,``,``,u--------,AuxG
