@id,@form,@lemma,@postag
1,πρῶτοι,πρῶτος,a-p---mn-
2,δὲ,δέ,d--------
3,Κορίνθιοι,Κορίνθιος,n-p---mn-
4,λέγονται,λέγω3,v3ppie---
5,ἐγγύτατα,ἐγγύτατος,a-p---na-
6,τοῦ,ὁ,l-s---mg-
7,νῦν,νῦν,d--------
8,τρόπου,τρόπος,n-s---mg-
9,μεταχειρίσαι,μεταχειρίζω,v--ana---
10,τὰ,ὁ,l-p---na-
11,περὶ,περί,r--------
12,τὰς,ὁ,l-p---fa-
13,ναῦς,ναῦς,n-p---fa-
14,",",punc1,u--------
15,καὶ,καί,c--------
16,τριήρεις,τριήρης,n-p---fn-
17,ἐν,ἐν,r--------
18,Κορίνθῳ,Κόρινθος,n-s---fd-
19,πρῶτον,πρῶτος,a-s---na-
20,τῆς,ὁ,l-s---fg-
21,Ἑλλάδος,Ἑλλάς,n-s---fg-
22,ναυπηγηθῆναι,ναυπηγέω,v--anp---
23,.,punc1,u--------
24,λέγονται,λέγω3,v3ppie---
