@ref,@id,@form,@lemma,@postag
Leuven|4029-001|805|1,1,ἐπεὶ,ἐπεί,c--------
Leuven|4029-001|805|2,2,δὲ,δέ,d--------
Leuven|4029-001|805|3,3,αὐτῶν,αὐτός,p-p---mg-
Leuven|4029-001|805|4,4,οἱ,ὁ,l-p---mn-
Leuven|4029-001|805|5,5,μὲν,μέν,d--------
Leuven|4029-001|805|6,6,ἔπεσον,πίπτω,v3paia---
Leuven|4029-001|805|7,7,",",",",u--------
Leuven|4029-001|805|8,8,οἱ,ὁ,l-p---mn-
Leuven|4029-001|805|9,9,δὲ,δέ,d--------
Leuven|4029-001|805|10,10,ὅπη,ὅπη,d--------
Leuven|4029-001|805|11,11,ἐδύναντο,δύναμαι,v3piie---
Leuven|4029-001|805|12,12,ἐς,εἰς,r--------
Leuven|4029-001|805|13,13,φυγὴν,φυγή,n-s---fa-
Leuven|4029-001|805|14,14,ὥρμηντο,ὁρμάω,v3piie---
Leuven|4029-001|805|15,15,",",",",u--------
Leuven|4029-001|805|16,16,τότε,τότε,d--------
Leuven|4029-001|805|17,17,δὴ,δή,d--------
Leuven|4029-001|805|18,18,καὶ,καί,c--------
Leuven|4029-001|805|19,19,αὐτὸς,αὐτός,p-s---mn-
Leuven|4029-001|805|20,20,ξὺν,σύν,r--------
Leuven|4029-001|805|21,21,τοῖς,ὁ,l-p---md-
Leuven|4029-001|805|22,22,ἑπομένοις,ἕπομαι,v-pppemd-
Leuven|4029-001|805|23,23,φυγὼν,φεύγω,v-sapamn-
Leuven|4029-001|805|24,24,ἐς,εἰς,r--------
Leuven|4029-001|805|25,25,τῶν,ὁ,l-p---mg-
Leuven|4029-001|805|26,26,πεζῶν,πεζός,a-p---mg-
Leuven|4029-001|805|27,27,τὴν,ὁ,l-s---fa-
Leuven|4029-001|805|28,28,φάλαγγα,φάλαγξ,n-s---fa-
Leuven|4029-001|805|29,29,ἦλθεν,ἔρχομαι,v3saia---
Leuven|4029-001|805|30,30,",",",",u--------
Leuven|4029-001|805|31,31,οἳ,ὅς,p-p---mn-
Leuven|4029-001|805|32,32,ξὺν,σύν,r--------
Leuven|4029-001|805|33,33,τῷ,ὁ,l-s---md-
Leuven|4029-001|805|34,34,Πέτρῳ,Πέτρος,n-s---md-
Leuven|4029-001|805|35,35,ἔτι,ἔτι,d--------
Leuven|4029-001|805|36,36,ἐμάχοντο,μάχομαι,v3piie---
Leuven|4029-001|805|37,37,",",",",u--------
Leuven|4029-001|805|38,38,οὐ,οὐ,d--------
Leuven|4029-001|805|39,39,πολλοὶ,πολύς,a-p---mn-
Leuven|4029-001|805|40,40,ὄντες,εἰμί,v-pppamn-
Leuven|4029-001|805|41,41,",",",",u--------
Leuven|4029-001|805|42,42,ἐπεὶ,ἐπεί,c--------
Leuven|4029-001|805|43,43,καὶ,καί,d-------_
Leuven|4029-001|805|44,44,αὐτῶν,αὐτός,p-p---mg-
Leuven|4029-001|805|45,45,ἔτυχον,τυγχάνω,v3paia---
Leuven|4029-001|805|46,46,φυγόντες,φεύγω,v-papamn-
Leuven|4029-001|805|47,47,οἱ,ὁ,l-p---mn-
Leuven|4029-001|805|48,48,πλεῖστοι,πολύς,a-p---mns
Leuven|4029-001|805|49,49,.,.,u--------
