@ref,@id,@form,@lemma,@postag
Leuven|4029-001|1033|1,1,βασιλεὺς,βασιλεύς,n-s---mn-
Leuven|4029-001|1033|2,2,δὲ,δέ,d--------
Leuven|4029-001|1033|3,3,καὶ,καί,c--------
Leuven|4029-001|1033|4,4,ἡ,ὁ,l-s---fn-
Leuven|4029-001|1033|5,5,συνοικοῦσα,συνοικέω,v-sppafn-
Leuven|4029-001|1033|6,6,καὶ,καί,c--------
Leuven|4029-001|1033|7,7,τῶν,ὁ,l-p---mg-
Leuven|4029-001|1033|8,8,ἀπὸ,ἀπό,r--------
Leuven|4029-001|1033|9,9,βουλῆς,βουλή,n-s---fg-
Leuven|4029-001|1033|10,10,ἔνιοι,ἔνιοι,a-p---mn-
Leuven|4029-001|1033|11,11,καθείρξαντες,κατείργω,v-papamn-
Leuven|4029-001|1033|12,12,σφᾶς,σφεῖς,p-p---ca-
Leuven|4029-001|1033|13,13,αὐτοὺς,αὐτός,p-p---ma-
Leuven|4029-001|1033|14,14,ἐν,ἐν,r--------
Leuven|4029-001|1033|15,15,παλατίῳ,παλάτιον,n-s---nd-
Leuven|4029-001|1033|16,16,ἡσύχαζον,ἡσυχάζω,v3piia---
Leuven|4029-001|1033|17,17,.,.,u--------
