@id,@form,@lemma,@postag
1,οἱ,ὁ,l-p---mn-
2,δʼ,δέ,d--------
3,Αἰγύπτιοι,Αἰγύπτιος,n-p---mn-
4,συνηθροικότες,συναθροίζω,v-prpamn-
5,ἐκ,ἐκ,r--------
6,τῆς,ὁ,l-s---fg-
7,Λιβύης,Λιβύη,n-s---fg-
8,καὶ,καί,c--------
9,τῆς,ὁ,l-s---fg-
10,Αἰγύπτου,Αἴγυπτος,n-s---fg-
11,τὴν,ὁ,l-s---fa-
12,δύναμιν,δύναμις,n-s---fa-
13,",",punc1,u--------
14,ἀνέμενον,ἀναμένω,v3piia---
15,τὴν,ὁ,l-s---fa-
16,παρὰ,παρά,r--------
17,τῶν,ὁ,l-p---mg-
18,Ἀθηναίων,Ἀθήναιος,n-p---mg-
19,συμμαχίαν,συμμαχία,n-s---fa-
20,.,punc1,u--------
