@id,@form,@lemma,@postag
1,διὸ,διό,d--------
2,καὶ,καί,d--------
3,τὰς,ὁ,l-p---fa-
4,ναῦς,ναῦς,n-p---fa-
5,καταρτίσαντες,καταρτίζω,v-papamn-
6,οἱ,ὁ,l-p---mn-
7,Συρακόσιοι,Συρακούσιος,n-p---mn-
8,καὶ,καί,c--------
9,τὴν,ὁ,l-s---fa-
10,πεζὴν,πεζός,a-s---fa-
11,δύναμιν,δύναμις,n-s---fa-
12,ἐκτάξαντες,ἐκτάσσω,v-papamn-
13,",",punc1,u--------
14,ἑτοίμους,ἑτοῖμος,a-p---ma-
15,ἑαυτοὺς,ἑαυτοῦ,p-p---ma-
16,ἀπέδειξαν,ἀποδείκνυμι,v3paia---
17,καὶ,καί,d--------
18,πεζῇ,πεζός,a-s---fd-
19,καὶ,καί,c--------
20,κατὰ,κατά,r--------
21,θάλατταν,θάλασσα,n-s---fa-
22,διαγωνίζεσθαι,διαγωνίζομαι,v--pne---
23,.,punc1,u--------
