@id,@form,@lemma,@postag
1,οὗτοι,οὗτος,p-p---mn-
2,τῆς,ὁ,l-s---fg-
3,ἐκ,ἐκ,r--------
4,τῶν,ὁ,l-p---fg-
5,ἀρχαιρεσιῶν,ἀρχαιρεσία,n-p---fg-
6,τιμῆς,τιμή,n-s---fg-
7,ἀπελαυνόμενοι,ἀπελαύνω,v-pppemn-
8,χαλεπῶς,χαλεπός,d--------
9,ἔφερον,φέρω,v3piia---
10,",",punc1,u--------
11,καὶ,καί,d--------
12,συμφρονήσαντες,συμφρονέω,v-papamn-
13,ἀπέστησαν,ἀφίστημι,v3paia---
14,τῶν,ὁ,l-p---mg-
15,Συρακοσίων,Συρακούσιος,n-p---mg-
16,",",punc1,u--------
17,καὶ,καί,c--------
18,τῆς,ὁ,l-s---fg-
19,πόλεως,πόλις,n-s---fg-
20,κατελάβοντο,καταλαμβάνω,v3paim---
21,τήν,ὁ,l-s---fa-
22,τε,τε,d--------
23,Ἀχραδινὴν,Ἀχραδινή,n-s---fa-
24,καὶ,καί,c--------
25,τὴν,ὁ,l-s---fa-
26,Νῆσον,Νῆσος,n-s---fa-
27,",",punc1,u--------
28,ἀμφοτέρων,ἀμφότερος,a-p---mg-
29,τῶν,ὁ,l-p---mg-
30,τόπων,τόπος,n-p---mg-
31,τούτων,οὗτος,a-p---mg_
32,ἐχόντων,ἔχω,v-pppamg-
33,ἴδιον,ἴδιος,a-s---na-
34,τεῖχος,τεῖχος,n-s---na-
35,καλῶς,καλός,d--------
36,κατεσκευασμένον,κατασκευάζω,v-srpena-
37,.,punc1,u--------
