@id;@form;@lemma;@postag;@relation
1;εἶναι;εἰμί;v--pna---;OBJ
2;δὲ;δέ;d--------;AuxY
3;τὸν;ὁ;l-s---ma-;ATR
4;οὐλαμόν;οὐλαμός;n-s---ma-;SBJ
5;,;punc;u--------;AuxX
6;ὡς;ὡς;c--------;AuxC
7;ἐκεῖνος;ἐκεῖνος;p-s---mn-;SBJ
8;συνέστησεν;συνίστημι;v3saia---;ADV
9;,;punc;u--------;AuxX
10;ἱππέων;ἱππεύς;n-p---mg-;ATR
11;πεντήκοντα;πεντήκοντα;m--------;ATR
12;πλῆθος;πλῆθος;n-s---na-;PNOM
13;ἐν;ἐν;r--------;AuxP
14;τετραγώνῳ;τετράγωνος;a-s---nd-;ATR
15;σχήματι;σχῆμα;n-s---nd-;ADV
16;τεταγμένων;τάσσω;v-prpemg-;ATR
17;.;punc;u--------;AuxK
