@ref,@id,@form,@lemma,@postag
Leuven|0554-001|243|1,1,ἐπεὶ,ἐπεί,c--------
Leuven|0554-001|243|2,2,δὲ,δέ,b--------
Leuven|0554-001|243|3,3,ἐνέπλησαν,ἐμπίμπλημι,v3paia---
Leuven|0554-001|243|4,4,τὸν,ὁ,l-s---ma-
Leuven|0554-001|243|5,5,κέλητα,κέλης,n-s---ma-
Leuven|0554-001|243|6,6,τῶν,ὁ,l-p---ng-
Leuven|0554-001|243|7,7,λαφύρων,λάφυρα,n-p---ng-
Leuven|0554-001|243|8,8,",",",",u--------
Leuven|0554-001|243|9,9,ἐκέλευσεν,κελεύω,v3saia---
Leuven|0554-001|243|10,10,ὁ,ὁ,l-s---mn-
Leuven|0554-001|243|11,11,Θήρων,Θήρων,n-s---mn-
Leuven|0554-001|243|12,12,τὸν,ὁ,l-s---ma-
Leuven|0554-001|243|13,13,φύλακα,φύλαξ,n-s---ma-
Leuven|0554-001|243|14,14,μικρὸν,μικρός,a-s---ma-
Leuven|0554-001|243|15,15,ἀποστῆναι,ἀφίστημι,v--ana---
Leuven|0554-001|243|16,16,μετὰ,μετά,r--------
Leuven|0554-001|243|17,17,τῆς,ὁ,l-s---fg-
Leuven|0554-001|243|18,18,γυναικός,γυνή,n-s---fg-
Leuven|0554-001|243|19,19,·,·,u--------
