@ref,@id,@form,@lemma,@postag,@relation
Leuven|0537-012|52|1,1,χρώμεθα,χράομαι,v1ppie---,PRED_CO
Leuven|0537-012|52|2,2,γάρ,γάρ,d--------,AuxY
Leuven|0537-012|52|3,3,τῷ,ὁ,l-s---md-,ATR
Leuven|0537-012|52|4,4,μέν,μέν,d--------,AuxY
Leuven|0537-012|52|5,5,ἀγαθῷ,ἀγαθός,a-s---md-,OBJ
Leuven|0537-012|52|6,6,κατά,κατά,r--------,AuxP
Leuven|0537-012|52|7,7,τινας,τις,a-p----a-,ATR
Leuven|0537-012|52|8,8,χρόνους,χρόνος,n-p---ma-,ADV
Leuven|0537-012|52|9,9,ὡς,ὡς,c--------,AuxZ
Leuven|0537-012|52|10,10,κακῷ,κακός,a-s---nd-,OCOMP
Leuven|0537-012|52|11,11,",",",",u--------,AuxX
Leuven|0537-012|52|12,12,τῷ,ὁ,l-s---md-,ATR
Leuven|0537-012|52|13,13,δέ,δέ,d--------,COORD
Leuven|0537-012|52|14,14,κακῷ,κακός,a-s---md-,OBJ
Leuven|0537-012|52|15,15,τἄμπαλιν,ἔμπαλιν,d--------,ADV
Leuven|0537-012|52|16,16,ὡς,ὡς,c--------,AuxZ
Leuven|0537-012|52|17,17,ἀγαθῷ,ἀγαθός,a-s---md-,OCOMP
Leuven|0537-012|52|18,18,.,.,u--------,AuxK
Leuven|0537-012|52|19,19,[0],,,PRED_CO
