@id,@form,@lemma,@postag
1,Ῥωμαῖοι,Ῥωμαῖος,n-p---mn-
2,δ᾽,δέ,d--------
3,ἐπηκολούθουν,ἐπακολουθέω,v3piia---
4,",",punc1,u--------
5,καὶ,καί,c--------
6,γενομένης,γίγνομαι,v-sapmfg-
7,συμβολῆς,συμβολή,n-s---fg-
8,μέχρι,μέχρι,r--------
9,πολλοῦ,πολύς,a-s---ng-
10,μὲν,μέν,d--------
11,οἱ,ὁ,l-p---mn-
12,περὶ,περί,r--------
13,τὸν,ὁ,l-s---ma-
14,Ἀριστόβουλον,Ἀριστόβουλος,n-s---ma-
15,διεκαρτέρουν,διακαρτερέω,v3piia---
16,γενναίως,γενναῖος,d--------
17,ἀγωνιζόμενοι,ἀγωνίζομαι,v-pppemn-
18,",",punc1,u--------
19,τέλος,τέλος,n-s---na-
20,δὲ,δέ,c--------
21,βιασθέντες,βιάζω,v-pappmn-
22,ὑπὸ,ὑπό,r--------
23,τῶν,ὁ,l-p---mg-
24,Ῥωμαίων,Ῥωμαῖος,n-p---mg-
25,πίπτουσι,πίπτω,v3ppia---
26,μὲν,μέν,d--------
27,πεντακισχίλιοι,πεντακισχίλιοι,a-p---mn-
28,",",punc1,u--------
29,περὶ,περί,r--------
30,δὲ,δέ,d--------
31,δισχιλίους,δισχίλιοι,a-p---ma-
32,ἀνέφυγον,ἀναφεύγω,v3paia---
33,εἴς,εἰς,r--------
34,τινα,τις,a-s---ma_
35,λόφον,λόφος,n-s---ma-
36,",",punc1,u--------
37,οἱ,ὁ,l-p---mn-
38,δὲ,δέ,c--------
39,λοιποὶ,λοιπός,a-p---mn-
40,χίλιοι,χίλιοι,a-p---mn-
41,σὺν,σύν,r--------
42,Ἀριστοβούλῳ,Ἀριστόβουλος,n-s---md-
43,διακόψαντες,διακόπτω,v-papamn-
44,τὴν,ὁ,l-s---fa-
45,φάλαγγα,φάλαγξ,n-s---fa-
46,τῶν,ὁ,l-p---mg-
47,Ῥωμαίων,Ῥωμαῖος,n-p---mg-
48,εἰς,εἰς,r--------
49,Μαχαιροῦντα,Μαχαιροῦς,n-s---ma-
50,συνελαύνονται,συνελαύνω,v3ppie---
51,.,punc1,u--------
52,[0],,
