@id,@form,@lemma,@postag
1,τῷ,ὁ,l-s---md-
2,δ᾽,δέ,d--------
3,ἦν,εἰμί,v3siia---
4,μὲν,μέν,d--------
5,ὁρμὴ,ὁρμή,n-s---fn-
6,καλουμένῳ,καλέω,v-sppemd-
7,δεσποτικώτερον,δεσποτικός,a-s---nac
8,διακινδυνεύειν,διακινδυνεύω,v--pna---
9,μᾶλλον,μᾶλλον,d--------
10,ἢ,ἤ1,c--------
11,ὑπακοῦσαι,ὑπακούω,v--ana---
12,",",punc1,u--------
13,καθεώρα,καθοράω,v3siia---
14,δὲ,δέ,c--------
15,τὸ,ὁ,l-s---na-
16,πλῆθος,πλῆθος,n-s---na-
17,ὀρρωδοῦν,ὀρρωδέω,v-sppana-
18,",",punc1,u--------
19,καὶ,καί,c--------
20,παρῄνουν,παραινέω,v3piia---
21,οἱ,ὁ,l-p---mn-
22,φίλοι,φίλος,n-p---mn-
23,σκέπτεσθαι,σκέπτομαι,v--pne---
24,τὴν,ὁ,l-s---fa-
25,Ῥωμαίων,Ῥωμαῖος,n-p---mg-
26,ἰσχὺν,ἰσχύς,n-s---fa-
27,οὖσαν,εἰμί,v-sppafa-
28,ἀνυπόστατον,ἀνυπόστατος,a-s---fa-
29,.,punc1,u--------
