@id;@form;@lemma;@postag;@relation
1;ταῦτα;οὗτος;p-p---na-;OBJ
2;εἰποῦσα;λέγω;v-sapafn-;ADV
3;,;punc;u--------;AuxX
4;ὦ;ὦ;i--------;AuxZ
5;ἄνδρες;ἀνήρ;n-p---mv-;ExD
6;,;punc;u--------;AuxX
7;ἐκείνη;ἐκεῖνος;p-s---fn-;SBJ
8;μὲν;μέν;d--------;AuxY
9;ἀπηλλάγη;ἀπαλλάσσω;v3saip---;PRED_CO
10;,;punc;u--------;AuxX
11;ἐγὼ;ἐγώ;p1s---mn-;SBJ
12;δʼ;δέ;c--------;COORD
13;εὐθέως;εὐθέως;d--------;ADV
14;ἐταραττόμην;ταράσσω;v1siie---;PRED_CO
15;,;punc;u--------;AuxX
16;καὶ;καί;c--------;COORD
17;πάντα;πᾶς;a-p---nn-;SBJ
18;μου;ἐγώ;p1s---mg-;ATR
19;εἰς;εἰς;r--------;AuxP
20;τὴν;ὁ;l-s---fa-;ATR
21;γνώμην;γνώμη;n-s---fa-;OBJ
22;εἰσῄει;εἴσειμι;v3siia---;PRED_CO
23;,;punc;u--------;AuxX
24;καὶ;καί;c--------;COORD
25;μεστὸς;μεστός;a-s---mn-;PNOM
26;ἦ;ἦ;v1siia---;PRED_CO
27;ὑποψίας;ὑποψία;n-s---fg-;ADV
28;,;punc;u--------;AuxX
29;ἐνθυμούμενος;ἐνθυμέομαι;v-sppemn-;ADV_CO
30;μὲν;μέν;d--------;AuxY
31;ὡς;ὡς;c--------;AuxC
32;ἀπεκλῄσθην;ἀποκλείω;v3paip---;OBJ
33;ἐν;ἐν;r--------;AuxP
34;τῷ;ὁ;l-s---nd-;ATR
35;δωματίῳ;δωμάτιον;n-s---nd-;ADV
36;,;punc;u--------;AuxX
37;ἀναμιμνῃσκόμενος;ἀναμιμνῄσκω;v-sppemn-;ADV_CO
38;δὲ;δέ;c--------;COORD
39;ὅτι;ὅτι;c--------;AuxC
40;ἐν;ἐν;r--------;AuxP
41;ἐκείνῃ;ἐκεῖνος;a-s---fd-;ATR
42;τῇ;ὁ;l-s---fd-;ATR
43;νυκτὶ;νύξ;n-s---fd-;ADV
44;ἐψόφει;ψοφέω;v3siia---;OBJ_AP_CO
45;ἡ;ὁ;l-s---fn-;ATR
46;μέταυλος;μέταυλος;a-s---fn-;ATR_CO
47;θύρα;θύρα;n-s---fn-;SBJ
48;καὶ;καί;c--------;COORD
49;ἡ;ὁ;l-s---fn-;ATR
50;αὔλειος;αὔλειος;a-s---fn-;ATR_CO
51;,;punc;u--------;AuxX
52;ὃ;ὅς;p-s---nn-;SBJ
53;οὐδέποτε;οὐδέποτε;d--------;ADV
54;ἐγένετο;γίγνομαι;v3saim---;OBJ_AP_CO
55;,;punc;u--------;AuxX
56;ἔδοξέ;δοκέω;v3saia---;OBJ_CO
57;τέ;τε;c--------;COORD
58;μοι;ἐγώ;p1s---md-;OBJ
59;ἡ;ὁ;l-s---fn-;ATR
60;γυνὴ;γυνή;n-s---fn-;SBJ
61;ἐψιμυθιῶσθαι;ψιμυθιόω;v--rne---;OBJ
62;.;punc;u--------;AuxK
63;ὅτι;ὅτι;c--------;AuxC
