@ref,@id,@form,@lemma,@postag
Leuven|0041-001|83|1,1,χρημάτων,χρῆμα,n-p---ng-
Leuven|0041-001|83|2,2,δὲ,δέ,d--------
Leuven|0041-001|83|3,3,οὐδὲ,οὐδέ,d--------
Leuven|0041-001|83|4,4,εἷς,εἷς,m-s---mn-
Leuven|0041-001|83|5,5,ἔμοιγε,ἐγώ,p1s---cd-
Leuven|0041-001|83|6,6,πόθος,πόθος,n-s---mn-
Leuven|0041-001|83|7,7,",",",",u--------
Leuven|0041-001|83|8,8,καὶ,καί,d--------
Leuven|0041-001|83|9,9,μάλιστα,μάλα,d-------s
Leuven|0041-001|83|10,10,ἐν,ἐν,r--------
Leuven|0041-001|83|11,11,Ἀθήναις,Ἀθῆναι,n-p---fd-
Leuven|0041-001|83|12,12,τε,τε,c--------
Leuven|0041-001|83|13,13,ὄντι,εἰμί,v-sppamd-
Leuven|0041-001|83|14,14,καὶ,καί,c--------
Leuven|0041-001|83|15,15,Πλάτωνι,Πλάτων,n-s---md-
Leuven|0041-001|83|16,16,διαλεγομένῳ,διαλέγω,v-sppemd-
Leuven|0041-001|83|17,17,",",",",u--------
Leuven|0041-001|83|18,18,ἐπεὶ,ἐπεί,c--------
Leuven|0041-001|83|19,19,καὶ,καί,d--------
Leuven|0041-001|83|20,20,ἄτοπον,ἄτοπος,a-s---nn-
Leuven|0041-001|83|21,21,ἴσως,ἴσως,d--------
Leuven|0041-001|83|22,22,",",",",u--------
Leuven|0041-001|83|23,23,πεπλευκέναι,πλέω,v--rna---
Leuven|0041-001|83|24,24,μὲν,μέν,d--------
Leuven|0041-001|83|25,25,ἡμᾶς,ἐγώ,p1p---ca-
Leuven|0041-001|83|26,26,εἰς,εἰς,r--------
Leuven|0041-001|83|27,27,τὴν,ὁ,l-s---fa-
Leuven|0041-001|83|28,28,Ἑλλάδα,Ἑλλάς,n-s---fa-
Leuven|0041-001|83|29,29,",",",",u--------
Leuven|0041-001|83|30,30,ἵνα,ἵνα,c--------
Leuven|0041-001|83|31,31,ἧττον,ἥσσων,a-s---nac
Leuven|0041-001|83|32,32,φιλοχρήματοι,φιλοχρήματος,a-p---mn-
Leuven|0041-001|83|33,33,γενώμεθα,γίγνομαι,v1pasm---
Leuven|0041-001|83|34,34,",",",",u--------
Leuven|0041-001|83|35,35,μηδὲν,"""""",""""""
Leuven|0041-001|83|36,36,δ’,δέ,d--------
Leuven|0041-001|83|37,37,ἧττον,ἥσσων,a-s---nac
Leuven|0041-001|83|38,38,καὶ,καί,d--------
Leuven|0041-001|83|39,39,ἐκ,ἐκ,r--------
Leuven|0041-001|83|40,40,Πόντου,Πόντος,n-s---mg-
Leuven|0041-001|83|41,41,πλεῖν,πλέω,v--pna---
Leuven|0041-001|83|42,42,πρὸς,πρός,r--------
Leuven|0041-001|83|43,43,ἡμᾶς,ἐγώ,p1p---ca-
Leuven|0041-001|83|44,44,τὴν,ὁ,l-s---fa-
Leuven|0041-001|83|45,45,φιλοχρημοσύνην,φιλοχρημοσύνη,n-s---fa-
Leuven|0041-001|83|46,46,.,.,u--------
Leuven|0041-001|83|47,47,[0],"""""",""""""
"""""",48,[1],"""""",""""""
